羅馬字	漢字	頻率
kyʽüoh-kyʽüoh	喫喫	1
kyʽüoh-na-go	喫奶個	1
kyʽüoh-pao	喫飽	1
kyʽüoh-pao-de	喫飽了	2
kyʽüoh-væn	喫飯	3
kyʽüoh-yüong	喫用	1
kyʽüoh-zih	喫食	8
kæ	該	26
kæ-djü	蓋住	2
kæ-kwun	該管	2
kæ-sah	該撒	2
kæ-sah-go	該撒個	2
kæ-sah-li-üô	該撒利亞	1
kæ-sah-ts	蓋煞仔	1
kæ-üô-fah-go	該亞法個	2
kæn-tsing	揀進	1
kæn-ying	姦淫	7
kæn-ying-go	姦淫個	2
kô	假	8
kô	加	1
kô-be	加倍	1
kô-cü	家主	8
kô-cʽih	嫁出	2
kô-din	價鈿	2
kô-hao-nying	假好人	15
kô-hyi-deo	假嬉頭	1
kô-i	假意	1
kô-kyi	家計	7
kô-nying	家人	1
kô-pu	家譜	1
kô-tsʽeo	加湊	4
kôh	各	3
kôh-kôh-tʽa	各各他	1
kôh-lôh-den	角落頭	1
kôh-nying	各人	3
kôh-nying-go	各人個	2
kôh-yiang	各樣	1
kông	講	34
kông	降	1
kông-cʽih	講出	2
kông-cʽih-læ	講出來	1
kông-fah	講法	2
kông-go	講個	11
kông-hao	講好	4
kông-ko	講過	2
kông-ko-go	講過個	3
kông-ko-liao	講過了	6
kông-ko-liao-go	講過了個	1
kông-ko-liao-shih-wô	講過了說話	1
kông-kyʽi	講起	1
kông-kông	剛剛	1
kông-kông	講講	1
kông-kʽæ	講開	2
kông-leh	講勒	2
kông-lôh	降落	2
kông-lôh-læ	降落來	1
kông-shü	江水	2
kông-tao	講到	3
kông-ʽo	講和	1
kʽah	掐	1
kʽah-shông	客商	1
kʽang	揞	1
kʽang-sah	揞煞	2
kʽang-ts-li	坑子裏	1
kʽao	敲	1
kʽao-djôh	靠着	11
kʽao-jih-de	靠實了	1
kʽeh-boh	刻薄	1
kʽeh-cʽong	瞌𥅻	2
kʽeh-si-mô-nyi	客西馬尼	1
kʽeh-tsʽeng	刻忖	3
kʽen	看	35
kʽen-cʽih	看出	4
kʽen-cʽih-de	看出了	1
kʽen-dæ	看待	1
kʽen-feh-cʽih	看弗出	1
kʽen-feh-kyin-go	看弗見個	1
kʽen-kwu	看顧	3
kʽen-kyin	看見	68
kʽen-kyin-de	看見了	1
kʽen-kyin-go	看見個	7
kʽen-kyin-gyi	看見其	1
kʽen-kyin-ko	看見過	2
kʽen-kyin-ko-go	看見過個	1
kʽen-kyʽi-læ	看起來	1
kʽen-kyʽing	看輕	1
kʽen-kæn	看間	1
kʽen-kʽen	看看	5
kʽen-læ	看來	2
kʽen-yiang	看羊	1
kʽen-yiang-go	看羊個	1
kʽeng	肯	15
kʽeng-go	肯個	2
kʽeo	口	13
kʽeo-ing	口音	1
kʽeo-kʽeh	口渴	5
kʽeo-kʽeo	扣扣	5
kʽeo-li	口裏	3
kʽeo-liang	口糧	2
kʽo	窠	1
kʽo-lah-sing	可拉汛	1
kʽo-lin	可憐	2
kʽo-pi	可比	4
kʽo-pi-ziang	可比像	9
kʽo-u-go	可惡個	1
kʽo-yi	可以	5
kʽo-yi-go	可以個	1
kʽoh	哭	1
kʽoh-leh	哭勒	2
kʽong-deo	空頭	3
kʽong-di	空地	1
kʽong-pʽô	恐怕	8
kʽæ	開	18
kʽæ-bih	開闢	3
kʽæ-kʽæ	開開	3
kʽæ-kʽæ-de	開開了	1
kʽô	抲	12
kʽô-leh	抲勒	1
kʽô-ng-go	抲魚個	1
kʽông-gyin-go	康健個	1
kʽông-kæn	囥間	2
kʽông-leh	囥勒	1
kʽông-nyiæn	糠驗	1
kʽông-tih-go	囥的個	4
lah-coh-sing	蠟燭芯	1
lah-kyih	拉結	1
lah-kyüô	拉加	1
lah-mô	拉瑪	1
lah-mô	拉馬	1
lah-ʽeh	喇合	1
lang-de	冷了	1
lang-shü	冷水	1
lang-siao	冷笑	1
lao	老	1
lao-bo	老婆	2
lao-ing	老鷹	1
lao-jih	老實	1
lao-kwʽu	勞苦	1
lao-kæn	牢監	6
lao-kæn-li	牢監裏	5
lao-kʽao	牢靠	1
lao-kʽwu	勞苦	1
lao-lao-kʽao-kʽao	牢牢靠靠	2
lao-loh	勞碌	2
lao-nyüing	老𡢿	23
lao-nyüing-go	老𡢿個	1
lao-tsao	老早	1
leh-pæ	勒拜	1
li	里	1
li-cʽih	濾出	1
li-deo	裏頭	12
li-diao	離掉	6
li-diao-go	離掉個	2
li-din	利鈿	1
li-hyiang	裏向	34
li-kʽæ	離開	24
li-kʽæ-ts	離開仔	1
li-shü	離書	2
li-ts	驢子	1
li-veh	禮物	8
li-yün	離遠	1
li-ʽæ	厲害	2
li-ʽæ-go	厲害個	2
liang	兩	12
liang	亮	2
liang	量	2
liang-diao	兩條	1
liang-dziao	兩潮	1
liang-go	兩個	17
liang-go	亮個	1
liang-ko	亮過	1
liang-kwang	兩梗	2
liang-kwông	亮光	4
liang-liang	亮亮	1
liang-shü	兩歲	1
liang-sæn-go	兩三個	2
liang-tsah	兩隻	3
liang-yiang	兩樣	2
liang-ʽao-sang	兩號生	1
liang-ʽô	兩下	1
liao-feh-teh	了弗得	1
liao-kyiao-li	繚繳裏	1
liao-zông-læ	撩上來	1
lih	立	5
lih-fah	律法	11
lih-fah-go	律法個	1
lih-fah-li	律法裏	1
lih-feh-lao	立弗牢	1
lih-kyʽi-læ	立起來	2
lih-kæn	立間	4
lih-kæn-go	立間個	1
lih-kʽeh	立刻	10
lih-kʽæ	裂開	1
lih-leh-lao	立勒牢	1
lih-li	律例	1
lih-lôh	立落	1
lih-tong	立東	1
lih-tong-go	立東個	2
lih-ts	立仔	1
lin	連	22
lin-tsih	連只	1
lin-yia	連夜	1
ling	領	6
ling	靈	3
ling-cong	臨終	1
ling-djôh	臨着	1
ling-lu-go	領路個	2
ling-nga	另外	1
ling-se	零碎	5
ling-sing	靈性	1
ling-sing-coh-cün	靈性折轉	1
ling-sô-kô	鄰舍家	3
liu-cʽih	流出	3
liu-cʽih-læ	流出來	1
liu-lôh-tʽa-hyiang	流落他鄉	1
liu-sing	留心	2
lo-liah	擄掠	4
lo-po-en	羅波安	2
loh	六	1
loh-do	駱駝	3
loh-jih	六十	2
long	弄	13
long-bang	聾𦗭	1
long-do	弄大	6
long-læ	攏來	1
long-sah	弄煞	6
long-song	弄送	1
long-tsong	攏總	35
long-wæn	弄還	1
lu	路	14
lu-cʽih-læ	露出來	1
lu-ken	蘆稈	4
lu-ken-li	蘆稈裏	1
lu-li	路裏	3
lu-teh	路得	1
lu-zông	路上	3
læ	來	338
læ-de	來了	11
læ-go	來個	11
læ-gyi	來其	4
læ-ko-de	來過了	1
læ-kæn	來間	22
læ-kæn-go	來間個	2
læ-tih	來的	35
læ-tong	來東	23
læ-tong-de	來東了	2
læ-tong-go	來東個	2
læn	籃	4
læn-do-go	懶惰個	1
læn-teh	懶得	1
læn-tsu	攔阻	1
lôh	落	11
lôh-læ	落來	1
lôh-lôh-læ	落落來	2
lôh-ʽeo	落後	2
lông	浪	2
l̆eo-cʽih	𠞭出	2
m-dao-dzing-de	嘸陶成了	1
m-kao	嘸告	6
m-nao	嘸得好	55
m-neh	嘸得	29
m-neh-de	嘸得了	1
m-neh-go	嘸得個	1
m-nying	嘸人	8
m-shih-fah	嘸設法	1
m-tʽi-min-go	嘸體面個	1
m-yiu	嘸有	5
m-yüong	嘸用	1
m-yüong-go	嘸用個	1
m-ze	嘸罪	2
m-ze-go	嘸罪個	1
ma	嗎	32
ma	買	7
ma	賣	7
ma-de	買了	1
ma-diao	賣掉	9
ma-hyüih-go	賣血個	1
ma-ma	買賣	1
mah	麥	3
mah-be	麥佩	1
mah-din-li	麥田裏	1
mah-go	末個	7
mah-go	麥個	1
mah-yiah	沒藥	1
mang	猛	1
mang-sing	猛心	1
mao	毛	6
mao-leh	冒勒	1
mao-ün	媢怨	1
me	楣	1
me-fi-diao	糜費掉	1
me-læn	黴爛	2
meh-da-lah-go	抹大拉個	4
meh-z	默示	2
meh-zông-læ	沒上來	2
meng	問	12
meng	門	8
meng	捫	1
meng-cʽih-læ-go	問出來個	1
meng-du	門徒	91
meng-du-go	門徒個	1
meng-kʽeo	門口	4
meng-veng	門份	1
meo-ʽæ	謀害	1
mi-dao	味道	1
mi-de	未了	1
mi-long-kyʽi-de	眯攏去了	1
mi-lu	迷路	1
mi-lu-go	迷路個	2
mi-læ	未來	2
mi-ʽôh	迷惑	2
mih-diao	滅掉	2
mih-dông	蜜糖	1
mih-feh-dong-fong	密弗洞風	2
mih-vông	滅亡	1
min	面	1
min-diao	免掉	1
min-feng	麪粉	1
min-kʽong	面孔	4
min-seh	面色	1
min-teng	面頂	4
min-zin	面前	18
ming-bah	明白	15
ming-bah-go	明白個	2
ming-deo	名頭	14
ming-dông-li	明堂裏	1
ming-ming	明明	1
ming-sing	名聲	4
ming-tsiao	明朝	3
ming-tsiao-go	明朝個	1
ming-tông-tông	明當當	4
ming-z	名字	7
mo	磨	1
mo-fông-li	磨坊裏	1
mo-kwe	魔鬼	6
mo-li	魔利	1
mo-nying	某人	1
mo-næn	磨難	1
mo-si	摩西	7
mo-zông-zeng	磨上層	1
moh-moh	摸摸	3
moh-ziang	木匠	1
mong	夢	6
mun-de	滿了	1
mun-deo	饅頭	12
mun-deo-go	饅頭個	1
mun-mun	滿滿	2
mun-tsiang	縵帳	1
mun-tsoh	滿足	1
mæn-dziang	漫長	1
mô-i	麻衣	1
mô-li-üô	馬利亞	12
mô-nô-si	瑪拿西	2
mô-pu	麻布	1
mô-tsiang	麻雀	2
mô-tæn	馬担	2
mô-tʽa	馬太	2
mông	網	4
mông-kyi	忘記	1
m̆-teh	嘸得	20
m̆-teh-go	嘸得個	3
na-hwun	奶花	7
na-hwun-go	奶花個	2
na-nyi	淖泥	2
nao-nyih-bang-sang	鬧熱彭生	1
nao-z	鬧事	2
neh-da-li	納大利	1
neh-da-li-go	納大利個	1
nen	男	2
nen-cong	內中	6
nen-nyüing	男𡢿	3
nen-pin-go	南邊個	1
neng-ken	能幹	4
neng-keo	能夠	30
neng-keo-go	能夠個	3
neng-kyʽi-læ	嫩起來	1
neng-s	能使	6
ng	爾	216
ng	魚	6
ng	五	2
ng-go	爾個	70
ng-go	五個	5
ng-lah	爾拉	346
ng-lah-go	爾拉個	36
ng-noh	爾儂	3
ng-nô	兒囡	11
ng-nô-go	兒囡個	2
ng-to	耳朵	8
ng-ts	兒子	76
ng-ts-go	兒子個	3
ng-tsin	五千	1
ng-tsʽin	五千	8
ng-zi	爾自	3
ng-zi-go	爾自個	3
nga-deo	外頭	14
nga-kwông-min	外光面	1
ngang	硬	1
ngang-de	硬了	1
ngang-iao	硬要	1
ngang-kʽô	硬抲	1
ngao	咬	1
ngao-leh	咬勒	5
ngao-leh-ngô-tsʽ	咬勒牙齒	1
ngen	岸	1
ngeo	牛	1
ngo-leh	餓勒	1
ngo-mo-lah-go	蛾摩拉個	1
ngæn-tsing	眼睛	20
ngæn-tsing-li	眼睛裏	1
ngæn-tsing-li-go	眼睛裏個	2
ngô	我	345
ngô-go	我個	33
ngô-meng-li	衙門裏	4
ngô-tsʽ	牙齒	7
ngô-zi-go	我自個	1
ni	呢	23
nu-boh	奴僕	36
nu-boh-go	奴僕個	3
nyi-cü	泥豬	7
nyi-leng	議論	2
nyi-nyi-vi	尼尼微	2
nyi-nyüoh-li	泥浴裏	2
nyi-sing	疑心	1
nyi-tsʽin	二千	6
nyi-ʽôh	疑惑	2
nyiah	捏	1
nyiang-ts	孃子	6
nyiang-tʽæ	孃胎	1
nyiang-vông	仰望	1
nyih	日	17
nyih-deo	日頭	5
nyih-kyiah	日腳	2
nyih-nyih	日日	2
nyih-ts	日子	16
nyih-yia	日夜	1
nyin	年	1
nyin-cün	扭轉	4
nyin-dzing	年成	1
nying	人	250
nying-go	人個	55
nying-kwʽu-li	銀庫裏	1
nying-kô	人家	56
nying-kô-go	人家個	3
nying-kʽah	人客	7
nying-sing	人聲	2
nying-teh	認得	6
nying-ts	銀子	26
nying-tsih	迎接	2
nyü-beng	愚笨	2
nyü-beng-go	愚笨個	4
nyü-nying	女人	17
nyü-wông	女皇	2
nyün-liang	原諒	1
nyün-siang	軟相	2
nyün-z	原是	1
nyün-ziah	軟弱	1
nyüoh-go	玉個	1
nyüoh-sing	肉身	2
nyüoh-tsiang	肉醬	1
næn	難	1
næn-dao	難道	9
næn-kæn	難間	13
næn-leh-kying	難勒緊	1
næn-tʽiao-go	難挑個	1
nô	喏	1
nô-jing	拿順	2
nô-sah-leh	拿撒勒	4
nô-sah-leh-go	拿撒勒個	1
nô-üô	挪亞	2
nön	囡	7
o-pah	阿伯	2
oh	屋	5
oh-li	屋裏	8
oh-li-go	屋裏個	2
oh-lô	屋落	15
oh-lô-go	屋落個	1
oh-nao-tsin	屋腦尖	1
oh-ngô-teng	屋瓦頂	1
oh-teng	屋頂	1
oh-yü	屋宇	2
pa	拜	11
pa-kæn-go	擺間個	1
pa-pa	拜拜	2
pah-da-nyi	伯大尼	2
pah-fah-kyi	伯法基	1
pah-li-ʽeng	伯利恆	5
pah-sing	百姓	28
pah-sing-go	百姓個	5
pah-sing-lah	百姓拉	2
pah-tsong	百總	4
pah-tʽi	百體	2
pah-yiang	百樣	2
pang-se	綳碎	1
pao	報	5
pao	保	1
pao-cʽih-læ	爆出來	1
pao-djün	保全	1
pao-djün-de	保全了	1
pao-ing	報應	10
pao-kweh-tsing	包括進	1
pao-kʽæ	爆開	1
pao-siu	保守	4
pe	背	2
pe-lah-to	彼拉多	9
pe-leh	背勒	1
pe-shông	悲傷	2
pe-shông-go	悲傷個	2
pe-shông-kyʽi-læ-de	悲傷起來了	1
pe-teh	彼得	27
pe-teh-go	彼得個	1
pe-ts	杯子	5
peh	撥	184
peh-djông	不常	3
peh-ko	不過	3
peh-pih	不必	1
peng	本	1
peng-dzing	本城	1
peng-kyʽi	奔去	1
peng-kyʽi	奔起	1
peng-leh-kyʽi	奔勒去	1
peng-tiu	本丟	1
pi	比	20
pi-fông	比方	18
pi-tih	閉的	1
piao-ts	婊子	3
pih	必	15
pih-ding	必定	14
pih-næn	逼難	5
pih-næn-go	逼難個	1
pih-sæ-da	必賽大	1
pih-zing-tsʽing	壁淨清	1
pin	變	2
pin-cʽih	編出	1
pin-cʽih	變出	1
pin-di	遍地	1
pin-leh	變勒	1
pin-ts	鞭子	4
pin-tʽin-ʽô-go	遍天下個	1
pin-wun	變換	1
pin-yin	邊沿	10
pin-yin-go	邊沿個	1
ping	兵	9
ping	餅	2
ping-mô	兵馬	1
ping-tsʽia	並且	7
po-z	波士	2
poh-diao	剝掉	2
poh-lao	博老	6
pu	布	2
pu	補	2
pu-sæn	布衫	1
pu-tih-go	補的個	1
pun	搬	1
pun-yia-ko	半夜過	1
pæn-tih	𢲔跌	3
pô	把	39
pô-công	巴掌	1
pô-iah-nô	巴約拿	1
pô-lah-kyüô	巴拉迦	1
pô-lah-pô	巴拉巴	5
pô-pi-leng	巴比倫	4
pô-tang-pô	把打把	1
pô-to-lo-mæ	巴多羅買	1
pô-tsiang	把賬	1
pông-dzu	幫助	2
pông-hwe	謗毀	1
pʽah-kʽæ	𤖼開	3
pʽe-long-go	配攏個	1
pʽi	披	1
pʽi-bing	批評	5
pʽih-diao	撇掉	1
pʽin-zeh	騙賊	1
pʽo-dzæn	破綻	1
pʽoh-s	魄屍	1
pʽoh-tao	撲倒	6
pʽong-djôh	碰着	7
pʽong-djôh-go	碰着個	2
pʽong-kyin-ko	碰見過	1
pʽu	鋪	2
pʽu-dzih	鋪直	1
pʽu-pæn	鋪板	2
pʽun-tön	判斷	1
pʽô	怕	14
pʽô-de	怕了	1
pʽô-kyʽi-læ	怕起來	1
pʽô-kyʽi-læ-de	怕起來了	2
s-deh-lön-kyʽün	四凸亂圈	1
s-du-go	使徒個	1
s-feh-teh-go	使弗得個	2
s-fông	四方	1
s-hyiang	四鄉	1
s-jih	四十	1
s-kang	四更	1
s-kweh	屍骨	1
s-peh	賜撥	10
s-s	試試	6
s-s-go	試試個	1
s-siu	屍首	7
s-teh	使得	35
s-tsʽeng	思忖	1
s-tsʽin	四千	2
s-tsʽô-lu-kʽeo	四岔路口	2
s-vu	師父	1
s-vu-go	師父個	1
s-ʽô	私下	10
sa-dziang-li-go	曬場裏個	1
sa-pih	曬癟	1
sah	殺	6
sah	煞	1
sah-bah-da-nyi	撒白大尼	1
sah-diao	殺掉	5
sah-diao-go	殺掉個	1
sah-doh	撒鐸	2
sah-dæn	撒但	4
sah-hao	殺好	1
sah-kyüô-li-üô	撒迦利亞	1
sah-kʽeo	煞扣	1
sah-lah	撒拉	1
sah-lah-tʽih	撒拉鐵	2
sah-leh	殺勒	1
sah-meng	撒門	2
sah-mô-li-üô	撒瑪利亞	1
sah-nying-go	殺人個	1
sah-tʽu-kæ	撒土該	7
sang	生	54
sang-be-go	生佩個	1
sang-bing-go	生病個	1
sang-cʽih	生出	2
sang-go	生個	3
sang-i	生意	2
sang-kʽeo	牲口	1
sang-leh	生勒	1
sang-weh	生活	1
sao	掃	1
se-din	稅鈿	1
se-tsih	雖即	3
seh	塞	1
seh-mun-liao-go	塞滿了個	1
seng-tʽeo-ts	滲透仔	1
shih	雪	1
shih-diao	失掉	4
shih-diao-kæn-go	失掉間個	3
shih-kwah-liang-go	雪刮亮個	1
shih-wô	說話	74
shing-go	郇個	1
shông-ngæn	雙眼	1
shông-tʽao	雙套	1
shü	水	5
shü	書	2
shü-dao	勢道	1
shü-dong-li	水桶裏	1
shü-dæ	世代	7
shü-go	水個	1
shü-hao-liao	數好了	1
shü-ka	世界	1
shü-kæn-zông	世間上	4
shü-kæn-zông-go	世間上個	2
shü-li	書裏	9
shü-li	水裏	1
shü-li-go	書裏個	1
shü-lu	水路	1
shü-shü-dæ-dæ	世世代代	1
si	死	1
si	細	1
si-de	死了	5
si-go	死個	2
si-kæn-de	死間了	1
si-li	洗禮	11
si-liao	死掉	1
si-meng	西門	9
si-nying	死人	9
si-nying-go	死人個	1
si-pi-tʽa	西庇太	3
si-pi-tʽa-go	西庇太個	3
si-pin	西邊	2
si-pu-leng	西布倫	2
si-teng	西頓	2
si-teng-go	西頓個	1
si-ts	死仔	1
si-ze	死罪	7
sia	寫	2
sia-lôh	寫落	1
sia-lôh-tih	寫落的	2
sia-tih	寫的	7
sia-tih-go	寫的個	1
siah-lôh	削落	1
siang	想	3
siang-feh-tao-go	想弗到個	1
siang-gying-go	相近個	1
siang-ken	相干	2
siang-liang	商量	6
siang-liang-hao	商量好	1
siang-mao	相貌	4
siang-sing	相信	16
siang-sing-go	相信個	10
siang-vông	相望	1
siang-ziang	相像	1
siang-ʽo	相和	1
siao	小	12
siao	燒	2
siao-diao	燒掉	3
siao-go	小個	4
siao-kyi	小雞	1
siao-li	小驢	3
siao-nying	小人	12
siao-siao	小小	1
siao-sing	小心	1
siao-w̆æn	小娃	5
siao-yiao-go	燒窯個	2
sih-de	息了	1
sih-doh	褻瀆	2
sih-doh-go	褻瀆個	4
sih-fông	釋放	2
sih-fông-go	釋放個	2
sih-teh	識得	1
sin	先	11
sin-cü	先知	11
sin-cü-nying	先知人	28
sin-cü-nying-go	先知人個	5
sin-din	閃電	2
sin-jü	先如	3
sin-sang	先生	17
sing	心	18
sing	新	6
sing	升	1
sing	深	1
sing-cʽih	伸出	2
sing-cʽih-læ	伸出來	2
sing-din	聖殿	7
sing-din-go	聖殿個	2
sing-din-li	聖殿裏	9
sing-din-li-go	聖殿裏個	2
sing-dziang	心腸	2
sing-dzing	聖城	1
sing-dzing-li	聖城裏	1
sing-hyiang	聲響	13
sing-iah-go	新約個	1
sing-ing	聲音	1
sing-jün-go	聖善個	1
sing-li	心裏	13
sing-ling	聖靈	8
sing-ling-go	聖靈個	1
sing-lông	新郎	6
sing-ming	性命	9
sing-nying-go	聖人個	1
sing-nyün	心願	1
sing-pin	身邊	11
sing-pʽun	審判	6
sing-s	聖詩	1
sing-shü	聖書	2
sing-shü-li	聖書裏	1
sing-siang	心想	6
sing-sih	信息	1
sing-sing	深深	1
sing-siu	星宿	1
sing-soh	星宿	4
sing-tæn-cʽih-læ	伸帶出來	1
sing-vu	新婦	2
sing-yüing	身孕	2
sing-z	心事	1
sing-zông	身上	5
sing-ʽang	信行	1
siu	手	24
siu	收	5
siu-jih	收拾	7
siu-jih-long	收拾攏	2
siu-keh	收割	4
siu-keh-go	收割個	4
siu-leh-kyʽi	收勒去	2
siu-li	手裏	6
siu-liu	收留	3
siu-long	收攏	1
siu-tsing	收進	4
siu-zin-liang	收錢糧	5
siu-zin-liang-go	收錢糧個	4
so-djü	鎖住	1
so-hao-de	鎖好了	1
soh	啥	19
soh-go	啥個	38
soh-ko	宿過	1
soh-si	啥西	8
song	送	10
su-sæn-kʽæ	疏散開	1
sæn	三	11
sæn	山	9
sæn-diao	散掉	1
sæn-jih	三十	2
sæn-jih-kwʽe	三十塊	2
sæn-jih-kʽwe	三十塊	1
sæn-kʽæ	散開	5
sæn-kʽæ-ts	散開仔	1
sæn-leh	省勒	3
sæn-li	山裏	3
sæn-ngæn	山岩	1
sæn-teng	山頂	5
sæn-teo	三斗	1
sæn-ting	三頂	1
sæn-tsao	三遭	2
sæn-yiang	山羊	2
sô	所	49
sô	赦	1
sô-cʽih	捨出	1
sô-diao	赦掉	11
sô-diao-de	赦掉了	2
sô-feh-diao	赦弗掉	1
sô-feh-diao-go	赦弗掉個	1
sô-lo-meng	所羅門	5
sô-lo-pô-pah	所羅巴伯	2
sô-nyi-zông	沙泥上	1
sô-pin	舍邊	1
sô-to-mô	所多瑪	3
sô-yi	所以	10
sô-ze-go	赦罪個	1
sông-diao	喪掉	4
sông-seng-liao-go	喪生了個	1
sông-sing	傷心	2
sông-z	喪事	1
sön	算	16
sön-su	算數	2
sön-tsing	算進	1
sön-tsiu	酸酒	1
ta	帶	16
ta	戴	1
ta-cʽih-kyʽi	帶出去	1
ta-diao	帶掉	5
ta-leh	帶勒	12
ta-li	帶累	8
ta-ling	帶領	3
ta-læ	帶來	1
tah	搭	1
tang	打	16
tang-fah	打發	1
tang-leh	打勒	1
tang-sön	打算	1
tang-sön-go	打算個	1
tang-tsiang	打仗	2
tang-tsiang	打賬	2
tang-tsiang-go	打仗個	1
tang-tʽing	打聽	2
tang-tʽing-djôh	打聽着	1
tao	到	194
tao	倒	13
tao	刀	6
tao	搗	2
tao-cʽü	到處	3
tao-de	到了	2
tao-diao	倒掉	1
tao-kao	禱告	15
tao-kao-go	禱告個	1
tao-kao-kyi	禱告記	1
tao-kô	到家	1
tao-kʽôh-li	刀殼裏	1
tao-leh	到了	2
tao-leh	倒勒	1
tao-meh-de	倒沒了	1
tao-ti	到底	6
te-deo	對頭	3
te-deo-go	對頭個	1
te-lih-kʽæ	𠡒裂開	1
te-ngen	對岸	3
te-te	𠡒𠡒	1
te-tsing	對證	11
teh-cü	得知	7
teh-cü-de	得知了	2
teh-cü-go	得知個	1
teh-djôh	得着	23
teh-djôh-de	得着了	4
teh-djôh-go	得着個	2
teh-i-go	得意個	2
teh-læ-go	得來個	1
teh-sing	得勝	1
teh-ze	得罪	5
teng	等	383
teng-dæ-zông	燈檯上	1
teng-meng-du	等門徒	1
teng-tao	等到	8
teng-tong	等東	1
teng-tsæn	燈盞	7
teo-dong-ʽô	斗桶下	1
teo-fong	鬥風	1
teo-tsing	兜進	1
ti	低	2
ti	底	2
ti-dih	抵敵	1
ti-sing-siao-i	低心小意	2
ti-wæn	抵還	2
ti-ʽô	底下	1
ti-ʽô-nying	底下人	1
tia-nyiang	爹孃	3
tiao	鳥	4
tiao-ng-keo	釣魚鈎	1
tiao-sah-de	吊煞了	1
tiao-zông-læ-go	釣上來個	1
tih-lôh	跌落	11
tih-lôh-go	跌落個	1
tih-lôh-læ	跌落來	1
tih-tao	跌倒	3
tih-wu	跌糊	1
tin	點	1
tin-bing	癲病	1
tin-cong	點鐘	10
tin-tin	點點	3
tin-zông	殿上	1
ting	頂	20
ting	釘	8
ting-côh	叮囑	3
ting-kæn-go	釘間個	1
ting-leh-kyʽi	頂勒去	1
ting-sah	釘煞	1
ting-zông	釘上	1
tiu	丟	5
tiu-diao	丟掉	1
tiu-diao-ts	丟掉仔	4
tiu-kyʽi	丟棄	1
tiu-leh	丟勒	3
tiu-lôh	丟落	4
to	多	9
to-bi	躲避	1
to-deo	多頭	1
to-jü	多如	1
to-kyʽi-læ	多起來	1
to-mô	多馬	1
to-siao	多少	10
tong-liang	棟樑	3
tong-pin	東邊	5
tong-si	東西	18
tong-tʽin-li	冬天裏	1
ts-bu-dao	紫葡萄	2
ts-deo	指頭	1
ts-i	旨意	6
ts-meh-den	指末頭	2
ts-nga	之外	4
ts-pʽa	支派	2
ts-seng	子孫	3
ts-si	仔細	2
ts-tin	指點	6
ts-ying	指引	1
ts-ʽeo	之後	5
tsa	債	5
tsah	扎	12
tsah	摘	2
tsah	隻	2
tsah-kæn	扎間	2
tsah-kʽæ-kyʽi	扎開去	1
tsah-leh	摘勒	1
tsah-tih-go	扎的個	1
tsah-vah	責罰	2
tsang-zao	爭造	1
tsao	早	3
tsao-leh	遭勒	1
tsao-siao	嘲笑	1
tsao-tʽah	遭蹋	2
tse-hen	醉漢	1
tseng-kying	尊敬	1
tseng-kyʽi	尊起	2
tseng-kyʽi-go	尊起個	4
tseo	走	25
tseo-cün	走轉	2
tseo-cʽih	走出	21
tseo-cʽih-go	走出個	2
tseo-cʽih-kyʽi	走出去	8
tseo-cʽih-læ	走出來	9
tseo-cʽih-læ-go	走出來個	1
tseo-ko	走過	5
tseo-ko-go	走過個	1
tseo-ko-kyʽi	走過去	1
tseo-ko-ts	走過仔	1
tseo-leh-kyʽi-de	走了去了	1
tseo-leh-læ	走勒來	1
tseo-long	走攏	13
tseo-long-kyʽi	走攏去	4
tseo-long-læ	走攏來	15
tseo-læ	走來	18
tseo-læ-tseo-kyʽi	走來走去	2
tseo-lôh	走落	3
tseo-lôh-læ	走落來	2
tseo-pin	走遍	3
tseo-tao	走倒	1
tseo-tsing	走進	39
tseo-tsing-go	走進個	1
tseo-tsing-kyʽi	走進去	6
tseo-tsing-kyʽi-go	走進去個	1
tseo-tsing-læ	走進來	1
tseo-zông	走上	4
tseo-zông-læ	走上來	1
tsi	𣥼	2
tsi-dæn	祭壇	5
tsi-dæn-zin	祭壇前	2
tsi-dæn-zông	祭壇上	1
tsi-dæn-zông-go	祭壇上個	1
tsi-me	姊妹	3
tsi-mun-liao-go	𣥼滿了個	2
tsi-s	祭司	3
tsi-s-deo	祭司頭	24
tsi-s-deo-go	祭司頭個	2
tsi-tih-go	𣥼的個	1
tsi-ts	𣥼仔	2
tsia	借	2
tsia-siu-pin	借手邊	6
tsia-tsah	借隻	1
tsiang	將	8
tsiang	賬	3
tsiang-bong	帳篷	1
tsiang-lao	長老	12
tsiang-læ	將來	5
tsiang-læ-go	將來個	2
tsiang-sih	將息	1
tsiao	照	10
tsiao	招	1
tsiao-djôh	照着	3
tsiao-jing	招認	10
tsiao-kwun	照管	1
tsiao-tsih	招接	1
tsih	只	10
tsih	接	1
tsih-công	執掌	2
tsih-djôh	接着	1
tsih-ih	執一	1
tsih-jü	積聚	2
tsih-kʽeng	節肯	1
tsih-kʽeng-go	節肯個	1
tsih-siao	只消	1
tsih-yiu	只有	12
tsih-z	只是	15
tsih-ziu	接受	11
tsih-ziu-go	接受個	1
tsing	真	30
tsing-dzih	正直	12
tsing-dzih-go	正直個	9
tsing-hao	正好	3
tsing-hao-ziang	正好像	1
tsing-jing	精神	1
tsing-kyʽi	進去	1
tsing-læ	進來	1
tsing-ngæn	針眼	1
tsing-sah-de	浸煞了	1
tsing-tsing	真真	1
