羅馬字	漢字	頻率
koh-wông	國王	6
kong	弓	3
kong-bing	公平	1
kong-din	工鈿	9
kong-fu	工夫	6
kong-ing	供應	3
kong-yi	公義	13
kwa-dziang	拐杖	2
kwa-kyiah-go	拐腳個	1
kwe	歸	4
kwe-djong-go	貴重個	1
kwe-kang	貴庚	1
kwe-peh	歸撥	18
kwe-pih	圭必	1
kwe-tao	歸到	2
kwe-tʽu	歸土	1
kwe-voh	歸服	1
kwe-wæn	歸還	1
kweh-deo	骨頭	3
kweh-deo-go	骨頭個	1
kweh-joh	骨肉	1
kweng-ts	棍子	1
kwu	僱	1
kwu-jih	古實	3
kwu-jih-go	古實個	1
kwu-kwu	孤孤	2
kwu-kwu-tsʽi-tsʽi	孤孤悽悽	1
kwu-nyi	沽尼	1
kwu-sông	孤孀	1
kwu-z-tsin	古時節	1
kwun	管	4
kwun	官	3
kwun-djü	管治	1
kwun-go	管個	1
kwun-li	管理	4
kwun-siu	管守	1
kwæn	關	4
kwæn-hao	關好	2
kwæn-kæn-go	關間個	1
kwæn-leh	關了	1
kwæn-læ	關來	4
kwæn-meng	關門	1
kwô-læ	掛來	1
kwô-vu-go	寡婦個	2
kwông	光	5
kwông-kwʽeh	廣闊	1
kwông-kying	光景	1
kwông-wah-go	光滑個	2
kwʽa	快	12
kwʽa-iao	快要	1
kwʽa-kwʽa	快快	10
kwʽa-liang	快亮	1
kwʽa-loh	快樂	1
kwʽa-tao	快到	1
kwʽa-yia	快夜	1
kwʽe	塊	3
kwʽeh	闊	2
kwʽeng	睏	8
kwʽeng-go	睏個	2
kwʽeng-joh	睏熟	5
kwʽeng-joh-de	睏熟了	1
kwʽeng-kwʽu	困苦	2
kwʽeng-kæn	睏間	1
kwʽu-kwʽu	苦苦	1
kwʽu-tsʽu	苦楚	3
kwʽun-kʽong	寬空	1
kwʽun-shü	寬恕	3
kwʽun-ʽæn-gyi	寬限其	1
kwʽông-iæ	曠野	5
kwʽông-iæ-li	曠野裏	2
kyi	計	1
kyi-da-lao-mô	基大老瑪	5
kyi-dah	基達	1
kyi-go	幾個	1
kyi-jün	既然	4
kyi-kwô	記掛	1
kyi-kying	既經	1
kyi-leng	計論	1
kyi-lih	基列	4
kyi-lih-üô-pô	基列亞巴	1
kyi-lu-ping	基路冰	1
kyi-læn	基蘭	1
kyi-meo-li	基母利	1
kyi-neh	基納	3
kyi-nyi	基尼	1
kyi-nyi-si	基尼洗	1
kyi-nyih	幾日	4
kyi-nyih	基業	2
kyi-nyih-go	基業個	1
kyi-nyiæn	記念	2
kyi-sih	基悉	1
kyi-sih	基薛	1
kyi-sing	肌身	10
kyi-sing-li	肌身裏	1
kyi-teh	記得	8
kyi-ti	基帝	1
kyi-tu-lah	基都拉	1
kyi-tu-lah-go	基都拉個	1
kyi-tʽao	幾套	1
kyi-wu	幾乎	1
kyi-z	幾時	2
kyi-ʽao	記號	6
kyiah	腳	6
kyiah-bu	腳步	1
kyiah-kying	腳筋	1
kyiah-kʽo-deo	腳䯊頭	3
kyiah-lu	甲路	2
kyiah-mo-nyi	甲摩尼	1
kyiah-nyi	甲尼	1
kyiah-ʽeo-keng	腳後跟	3
kyiah-ʽô	腳下	1
kyiao	澆	2
kyiao-leh	叫勒	25
kyiao-læ	澆來	1
kyih	結	8
kyih	急	2
kyih-kyih-jih-jih	結結實實	1
kyih-kyih-zing-zing	潔潔淨淨	1
kyih-mih	今末	13
kyih-mih-ts	今末仔	3
kyih-mih-ts	今末子	1
kyih-sah	結煞	1
kyih-tông-go	結黨個	2
kyih-zing-go	潔淨個	5
kyin	見	14
kyin-kah-deo	肩胛頭	5
kyin-kah-deo-go	肩胛頭個	1
kyin-ko	見過	1
kyin-kyiu	見究	1
kyin-min	見面	5
kyin-min-de	見面了	1
kyin-toh	檢督	1
kying	禁	2
kying	筋	2
kying	金	1
kying-djü	禁住	4
kying-dzing	京城	3
kying-nying-go	金銀個	1
kying-ts	金子	7
kyiu	救	9
kyiu	九	1
kyiu-fah	救法	1
kyiu-jih	九十	2
kyiu-jih-kyiu	九十九	2
kyiu-jih-ng	九十五	2
kyiu-pah	九百	7
kyü	歸	21
kyü	舉	2
kyü-kyʽi	歸去	11
kyü-læ	歸來	18
kyü-tao	歸到	8
kyü-tsin	舉薦	1
kyü-zông	舉上	1
kyüing-wông	君王	4
kyüoh-teh	覺得	1
kyüô-dæn	迦但	2
kyüô-lah	迦拉	2
kyüô-lah-ti	迦勒底	2
kyüô-leh-ti	迦勒底	1
kyüô-lih	迦列	2
kyüô-mi	迦米	1
kyüô-nen	迦南	54
kyüô-nen-go	迦南個	3
kyüô-sah	迦薩	1
kyüô-teh	迦得	3
kyüô-teh-go	迦得個	1
kyüô-tʽih	迦鐵	3
kyüô-ʽen	迦含	1
kyʽi	去	161
kyʽi	氣	7
kyʽi	豈	3
kyʽi	起	1
kyʽi-de	去了	9
kyʽi-deo	起頭	7
kyʽi-diao	棄掉	6
kyʽi-dæ	欺待	1
kyʽi-feh	豈弗	1
kyʽi-feh-læ-go	去弗來個	1
kyʽi-feh-z	豈弗是	4
kyʽi-go	去個	4
kyʽi-kʽang	溪坑	1
kyʽi-kʽo-go	起課個	2
kyʽi-lih-go	氣力個	1
kyʽi-læ	起來	5
kyʽi-ming	器皿	1
kyʽi-mo	企慕	2
kyʽi-mo-go	企慕個	1
kyʽi-sing	起身	3
kyʽi-ts	去仔	1
kyʽi-tsʽu	起初	1
kyʽih	挈	1
kyʽih-hoh	喫𢞕	4
kyʽih-hoh-de	喫𢞕了	1
kyʽih-kyʽih	喫喫	1
kyʽih-lih-de	喫力了	2
kyʽin	牽	1
kyʽin-leh	牽勒	1
kyʽing-kʽen	輕看	1
kyʽü-leh	虧勒	1
kyʽüih	缺	3
kyʽüih-leh-tin-de	缺勒點了	1
kyʽüih-siao-dziang-tön	缺少長短	1
kyʽün	圈	1
kyʽüoh	喫	46
kyʽüoh-de	喫了	8
kyʽüoh-go	喫個	8
kyʽüoh-hao-ts	喫好仔	2
kyʽüoh-ko	喫過	1
kyʽüoh-ko-de	喫過了	1
kyʽüoh-kwʽu	喫苦	1
kyʽüoh-kyʽüoh	喫喫	3
kyʽüoh-leh	喫了	1
kyʽüoh-meh	喫沒	1
kyʽüoh-ping	喫餅	1
kyʽüoh-shü	喫水	2
kyʽüoh-shü-go	喫水個	2
kyʽüoh-ts	喫仔	7
kyʽüoh-tse	喫醉	1
kyʽüoh-tsiu	喫酒	5
kyʽüoh-tsʽao	喫草	2
kyʽüoh-væn	喫飯	2
kyʽüoh-zih	喫食	11
kyʽüong-tsʽông	穹蒼	5
kæ	該	12
kæ	蓋	4
kæ	改	1
kæ-cü	居主	1
kæ-hao	蓋好	1
kæ-ing	該隱	16
kæ-kwun	該管	3
kæ-leh	蓋勒	3
kæ-nen	該南	5
kæ-zông	蓋上	1
kæn	揀	4
kæn-djoh	揀着	1
kæn-dzeh	揀擇	1
kæn-ying	姦淫	1
kô	加	4
kô	嫁	4
kô-be-go	加倍個	1
kô-cʽih	嫁出	1
kô-din	價鈿	2
kô-kyi	家計	8
kô-kyün	家眷	1
kô-kyʽi	加氣	1
kô-nying	家人	17
kô-peh	嫁撥	2
kô-pu	家譜	5
kô-siao	家小	2
kô-tang-kô	家打家	1
kô-tsông	嫁妝	1
kô-tsʽeo	加湊	6
kông	講	18
kông	降	1
kông-cʽih	講出	1
kông-go	講個	10
kông-hao	講好	4
kông-kyiu	講究	2
kông-kyiu-go	講究個	1
kông-kyʽi	講去	1
kông-kông	剛剛	2
kông-kông	講講	2
kông-loh-kyʽi	降落去	1
kông-loh-læ	降落來	1
kông-loh-læ-go	降落來個	2
kông-læ	講來	1
kông-læ-kông-kyʽi	講來講去	1
kông-tao	講到	4
kông-wun	講完	1
kông-ʽo	講和	1
kʽa-diao	揩掉	1
kʽah-shông	客商	2
kʽao	靠	2
kʽao-djoh	靠着	3
kʽao-jih	靠實	1
kʽao-leh	靠勒	1
kʽen	看	56
kʽen-feh-cʽih	看弗出	1
kʽen-go	看個	1
kʽen-kwu	看顧	2
kʽen-kyin	看見	80
kʽen-kyin-de	看見了	2
kʽen-kyin-go	看見個	3
kʽen-kyin-leh	看見了	1
kʽen-kyʽing	看輕	2
kʽen-kʽen	看看	12
kʽen-tong	看東	2
kʽen-ts	看仔	1
kʽen-yiang	看羊	1
kʽen-yiang-go	看羊個	4
kʽeng	肯	6
kʽeng-go	肯個	1
kʽeo-ing	口音	6
kʽeo-kʽeo	扣扣	16
kʽeo-liang	口糧	1
kʽo-lah	可拉	4
kʽo-yi	可以	5
kʽoh	哭	2
kʽoh-de	哭了	3
kʽoh-go	哭個	2
kʽoh-kyʽi-læ-de	哭起來了	3
kʽoh-leh	哭了	1
kʽong	空	1
kʽong-go	空個	1
kʽong-oh	空屋	1
kʽong-pʽô	恐怕	17
kʽong-siu	空手	1
kʽæ	開	2
kʽæ-de	開了	1
kʽæ-hwô	開花	1
kʽæ-koh	開國	1
kʽæ-kʽeo	開口	1
kʽæ-kʽæ	開開	2
kʽæn-deo	檻頭	1
kʽô	抲	3
kʽô-djü	抲住	1
kʽô-leh	抲勒	2
kʽô-læ-go	抲來個	1
kʽông-ko	囥過	1
kʽông-leh	囥勒	1
kʽông-læ	囥來	1
la-de	賴了	1
lah-djü	攔住	1
lah-keo	拉苟	4
lah-kyih	拉結	45
lah-kyih-go	拉結個	6
lah-mah	拉麥	10
lah-mô	拉瑪	2
lah-mô-go	拉瑪個	1
lah-pæn	拉班	55
lah-pæn-go	拉班個	8
lah-sô	拉沙	1
lang	冷	1
lang-ing	冷陰	1
lao	老	6
lao-de	老了	8
lao-dzing	老成	2
lao-hwô	老花	1
lao-kwʽu	勞苦	1
lao-kæn	牢監	1
lao-kæn-li	牢監裏	3
lao-kæn-li-de	牢監裏了	1
lao-kæn-li-go	牢監裏個	1
lao-lao	老老	4
lao-loh	勞碌	1
lao-nyin	老年	1
lao-siao	老小	1
lao-ô	老鴉	1
leh	勒	1
leh-ba-kweh	肋排骨	2
leng-tsʽin-leng-væn-go	論千論萬個	1
li-deo	裏頭	2
li-fah	利法	1
li-ha	利哈	1
li-hyiang	裏向	19
li-hyiang-go	裏向個	4
li-kʽæ	離開	30
li-kʽæ-leh	離開了	1
li-kʽæ-leh	離開勒	1
li-lih	履歷	1
li-nga	裏外	1
li-pah-kyüô	利百加	29
li-pah-kyüô-go	利百加個	3
li-sin	利鮮	1
li-ts	驢子	22
li-tu-z	利都是	1
li-u-mi	利烏米	1
li-vah-ing	利乏音	2
li-veh	禮物	11
li-vi	利未	5
li-vi-go	利未個	1
li-yün-go	離遠個	1
li-üô	利亞	28
li-üô-go	利亞個	6
li-ʽo-pah	利河伯	3
li-ʽæ	厲害	8
liang	兩	6
liang	亮	5
liang	量	2
liang-da	兩埭	2
liang-de	亮了	1
liang-feh-læ-go	量弗來個	1
liang-go	兩個	43
liang-go	亮個	1
liang-kwông	亮光	3
liang-kyʽi	亮起	1
liang-nyin	兩年	2
liang-tsah	兩隻	3
liang-tsao	兩遭	1
liang-tsʽao	糧草	13
liang-yiang	兩樣	1
liang-zih	糧食	14
liang-zih-go	糧食個	1
liang-ʽô	兩下	1
liao	蹽	1
liao-ko	蹽過	2
lih	立	9
lih	力	1
lih-de	列隊	1
lih-dæ-go	歷代個	3
lih-fah	律法	2
lih-fah-go	律法個	1
lih-go	立個	3
lih-iah	立約	5
lih-iah-go	立約個	2
lih-iah-ko-liao-go	立約過了個	1
lih-koh	列國	1
lih-koh-go	列國個	3
lih-kyʽi	立起	5
lih-kyʽi-læ	立起來	3
lih-kæn	立間	1
lih-leh	立了	1
lih-li	律例	1
lih-lih	力力	1
lih-læ	立來	12
lih-pông	列邦	2
lih-tong	立東	3
lin	連	55
lin-diao	鏈條	1
lin-le	連累	1
lin-lin-peh-shæ	戀戀不捨	1
lin-long-liao-go	連攏掉個	1
lin-yia	連夜	1
ling	領	27
ling	零	9
ling	臨	2
ling	靈	2
ling-djoh	臨着	2
ling-djoh	領着	1
ling-ih	零一	1
ling-kyʽi	領去	1
ling-kyʽi-go	靈氣個	1
ling-leh	領勒	12
ling-ling	懍懍	1
ling-ling-dong	懍懍動	1
ling-nga	另外	3
ling-tao	領到	1
ling-tsʽih	零七	1
ling-weng	靈魂	1
liu	留	6
liu	流	1
liu-bin	流便	12
liu-bin-go	流便個	1
liu-cün	流轉	2
liu-cʽih	流出	2
liu-cʽih-go	流出個	1
liu-cʽih-læ	流出來	1
liu-mô	流瑪	1
liu-r	流珥	4
liu-r-go	流珥個	1
liu-sing	留心	2
liu-tao	流到	1
liu-wông	硫磺	1
lo-jih	羅實	1
lo-liah	擄掠	3
lo-liah-go	擄掠個	1
lo-liah-kyʽi	擄掠去	2
lo-liah-ts	擄掠仔	1
lo-teh	羅得	33
lo-teh-go	羅得個	1
lo-tæn	羅單	2
lo-tæn-go	羅單個	2
loh	鹿	7
loh	落	2
loh-do	駱駝	25
loh-do-go	駱駝個	1
loh-go	六個	1
loh-go	鹿個	1
loh-jih	六十	1
loh-jih-kyiu	六十九	1
loh-jih-loh-go	六十六個	1
loh-jih-ng	六十五	3
loh-jih-nyi	六十二	2
loh-kyʽi	落去	2
loh-kæn	落監	2
loh-kæn-go	落監個	1
loh-lin	落殮	1
loh-nyin	六年	1
loh-næn-go	落難個	1
loh-pah	六百	3
loh-sæn	落山	3
loh-sông	落霜	1
loh-yü	落雨	2
loh-yü-de	落雨了	1
long	攏	1
long-do	弄大	1
long-feh-læ-go	弄弗來個	1
long-kyʽi	攏去	1
long-læ	攏來	2
long-sah	弄煞	7
long-tsong	攏總	30
lu	路	10
lu-cʽih-læ	露出來	2
lu-dzing	路程	2
lu-ka	路街	2
lu-ka-li	路街裏	1
lu-li	路裏	1
lu-pin-yin	路邊沿	1
lu-s	路斯	3
lu-shü	露水	2
lu-teh	路德	1
lu-ting	路丁	1
lu-tʽæ	路梯	1
lu-zông	路上	9
lu-zông-go	路上個	2
læ	來	466
læ-de	來了	10
læ-feh-gyi	來得及	1
læ-go	來個	10
læ-i	來意	1
læ-kæn	來間	11
læ-kæn-go	來間個	4
læ-lih	來歷	1
læ-tih	來的	6
læ-tong	來東	33
læ-tong-go	來東個	5
læ-w̆ông	來往	3
læn	籃	2
læn-li	籃裏	1
læn-seh	蘭塞	1
lông-dông	𧻴趤	2
lön-tso	亂做	1
l̆a	拉	2
l̆a-cʽih	拉出	1
l̆a-cʽih-go	拉出個	1
l̆a-leh	拉勒	1
m	嘸	2
m-kao	嘸告	3
m-kao-shü-go	嘸酵水個	1
m-kwe	嘸規	1
m-kyü	嘸矩	1
m-nao	嘸得好	28
m-neh	嘸得	44
m-neh-de	嘸得了	4
m-nying	嘸人	8
m-pæn-pô-go	嘸瘢疤個	1
m-teh	嘸得	1
m-tin-ts	嘸點子	1
m-tsiu-keh-li-go	嘸周割禮個	1
m-yiu	嘸有	2
m-ze	嘸罪	1
ma	嗎	41
ma	買	10
ma	賣	5
ma-diao	賣掉	3
ma-go	買個	1
ma-læ	買來	2
ma-læ-go	買來個	5
ma-peh	賣撥	3
ma-tin	買點	2
mah-be	麥佩	3
mah-go	麥個	1
mah-kyi-si-teh	麥基洗德	2
mah-kyih	麥結	1
mah-pi-lah	麥比拉	4
mah-pi-lah-go	麥比拉個	2
mah-si	麥西	2
mah-tʽih	麥鐵	1
mang	猛	1
mang-mang	猛猛	1
mao	毛	1
mao-bing	毛病	1
me	𤈦	2
me	霉	1
me-diao	𤈦掉	1
me-yiang	每樣	5
meh-go	末個	1
meh-yiah	沒藥	2
meh-zông	沒上	1
meng	問	11
meng	門	5
meng-go	問個	1
meng-kyʽi	問起	1
meng-kʽeo	門口	4
meng-kʽeo-den	門口頭	1
meng-meng	問問	3
meng-nga-go	門外個	1
meng-veng	門份	1
meo-bing	母平	1
meo-go	母個	1
meo-meo	茂茂	1
meo-meo-zing-zing	茂茂盛盛	11
meo-sah	謀殺	1
meo-zing	茂盛	2
mi-dao	味道	6
mi-din	米甸	3
mi-din-go	米甸個	2
mi-dæn	米但	1
mi-hyi-da-bih	米希大別	1
mi-lah-li	米拉利	1
mi-sah	米撒	2
mi-seh-ʽeh-go	米色合個	1
mi-shih	米設	1
mi-sô	米沙	1
mi-sô-po-da-mi	米所波大米	1
mi-wu-yüô-li	米戶雅利	2
mih-diao	滅掉	19
mih-dông	蜜糖	1
mih-kyüô	密迦	6
mih-kyüô-go	密迦個	1
mih-nô	密挪	1
mih-sah	蜜薩	1
mih-sæn	密衫	1
mih-vông-go	滅亡個	1
mih-z-pô	蜜是巴	1
min	面	5
min-feng	麪粉	1
min-kʽong	面孔	11
min-kʽong-go	面孔個	1
min-kʽong-li	面孔裏	1
min-seh	面色	2
min-teng	面頂	9
min-zin	面前	68
min-zin-go	面前個	1
min-zông	眠牀	2
min-zông-de	眠牀了	1
min-zông-li	眠牀裏	2
ming	名	1
ming-deo	名頭	6
ming-nyin	明年	1
ming-sing	名聲	3
ming-sing-go	名聲個	1
ming-z	名字	82
ming-ʽô	名下	1
mo-iah	摩押	2
mo-iah-go	摩押個	1
mo-li	摩利	1
mo-li-go	摩利個	1
moh	摸	1
moh-moh	摸摸	3
moh-pah	牧伯	4
moh-s	牧師	1
moh-tsʽeh-di-en	墨漆地暗	1
moh-tu	目睹	3
mong-li	夢裏	2
mun	滿	3
mun-de	滿了	2
mun-mun	滿滿	3
mun-tsoh	滿足	3
mun-ying	滿盈	1
mæn-li	幔利	7
mæn-li-go	幔利個	5
mæn-mæn	慢慢	1
mô	馬	1
mô-deh-lih	瑪特列	1
mô-dæ	瑪代	1
mô-go	馬個	1
mô-ha-lah	瑪哈拉	1
mô-ha-nyiæn	瑪哈念	1
mô-jih	瑪實	1
mô-keh	瑪葛	1
mô-kyih	瑪吉	1
mô-kyüô	瑪迦	1
mô-leh-lih	瑪勒列	5
mô-nô-si	瑪拿西	7
mô-nô-si-go	瑪拿西個	4
mô-nô-ʽeh	瑪拿轄	1
mô-pu	麻布	1
mô-pu-go	麻布個	1
mô-sah	瑪撒	1
mô-tʽu-sah-lah	瑪土撒拉	5
mô-tʽu-sah-li	瑪土撒利	2
mô-z-li-kyüô	瑪士利加	1
mông	夢	29
mông-cʽih-kyʽi	望出去	1
mông-go	夢個	2
mông-kyi	忘記	4
mông-li	夢裏	5
mông-lih-læ	夢立來	1
mông-mông	忙忙	1
m̆-kao	嘸告	2
m̆-teh	嘸得	1
na	奶	3
na-go	奶個	1
na-hwun	奶花	2
na-nyi	淖泥	1
na-yiu	奶油	1
neh-da-li	納大利	3
neh-da-li-go	納大利個	1
neh-tʽu	納土	1
nen	男	8
nen	南	2
nen-di	南地	2
nen-nying-go	男人個	1
nen-pin	南邊	2
neng	嫩	1
neng-ken	能幹	1
neng-ken-go	能幹個	1
neng-keo	能夠	18
neng-s	能使	1
ng	爾	692
ng	魚	4
ng	五	3
ng-de	爾了	1
ng-go	爾個	176
ng-go	五個	4
ng-jih	五十	5
ng-jih-go	五十個	4
ng-kwu	五股	3
ng-lah	爾拉	108
ng-lah-go	爾拉個	1
ng-nyin	五年	2
ng-nô	兒囡	15
ng-pah	五百	3
ng-shü	五歲	1
ng-to-li-go	耳朵裏個	1
ng-ts	兒子	309
ng-ts-de	兒子了	1
ng-ts-go	兒子個	11
ng-tʽao	五套	1
ng-zi	爾自	11
ng-zi-go	爾自個	2
nga	外	2
nga-deo	外頭	5
nga-koh	外國	2
nga-kong	外公	1
nga-nga	捱捱	1
nga-nga-tsʽi-tsʽi	捱捱棲棲	1
nga-nga-tsʽi-tsʽi	捱捱𥉻𥉻	1
nga-pin	外邊	1
nga-sang	外甥	3
ngah-ts	額子	1
ngang	硬	2
ngao	咬	1
ngao-sah	咬煞	1
ngao-sah-de	咬煞了	1
ngao-sông	咬傷	1
ngeo	牛	23
ngeo-go	牛個	1
ngeo-gyin-li	牛圈裏	1
ngeo-yiang	牛羊	5
ngeo-ziang	偶像	3
ngo-mo-lah	蛾摩拉	9
ngæn-li	眼淚	2
ngæn-li-cʽih-de	眼淚出了	1
ngæn-tsing	眼睛	24
ngæn-zin	眼前	4
ngô	我	747
ngô-cong-nyiang	我中央	1
ngô-de	我了	1
ngô-go	我個	110
ngô-tsʽ	牙齒	1
ngô-zi	我自	3
ni	呢	24
nu-boh	奴僕	60
nu-boh-go	奴僕個	6
nyi-bæ-iah-go	尼徘約個	1
nyi-bæ-yiah	尼徘藥	1
nyi-bæ-yiah-go	尼徘藥個	1
nyi-hao	泥好	1
nyi-nyi-vi	尼尼微	2
nyi-pah	二百	6
nyi-yüih	二月	2
nyiah	捏	2
nyiah-leh	捏勒	3
nyiang-gyiu	孃舅	4
nyiao-sô	饒恕	1
nyih	日	31
nyih	熱	1
nyih-de	日了	1
nyih-deo	日頭	8
nyih-go	熱個	1
nyih-li	日裏	3
nyih-nyih	日日	1
nyih-su	日數	1
nyih-ts	日子	23
nyin	年	34
nyin-cün	扭轉	5
nyin-de	年了	1
nyin-dzing-go	年成個	1
nyin-kang-go	年庚個	1
nyin-kyi	年紀	34
nyin-leh	染勒	1
nying	人	290
nying-go	人個	35
nying-ko	人過	1
nying-kô	人家	5
nying-kʽah	人客	1
nying-loh	寧錄	2
nying-pao	銀包	2
nying-teh	認得	9
nying-teh-go	認得個	1
nying-ts	銀子	35
nying-tsih	迎接	11
nyiæn-go	廿個	2
nyiæn-kwʽe	廿塊	1
nyiæn-kyiu	廿九	1
nyiæn-nyin	廿年	2
nyiæn-tsah	廿只	3
nyiæn-tsʽih	廿七	2
nyü-nying	女人	39
nyü-nying-go	女人個	1
nyü-si	女婿	3
nyün-sing	願心	1
nyün-sing-go	願心個	1
nyüoh	肉	10
nyüoh-go	肉個	2
nyüoh-sing	肉身	8
nyüoh-sing-go	肉身個	1
nyüoh-tæn-hao	𢫭帶好	1
næ-mæn	乃幔	1
næn	難	1
næn-dao	難道	20
næn-deo	難頭	2
næn-deo-go	難頭個	1
næn-kæn	難間	60
næn-sang-go	難生個	1
næn-we	難爲	1
nô-fi-jih	拿非實	1
nô-mô	拿瑪	1
nô-ngoh	拿鶴	9
nô-ngoh-go	拿鶴個	8
nô-teh	挪得	1
nô-üô	挪亞	36
nô-üô-go	挪亞個	6
nô-ʽeh	拿轄	2
nön	囡	98
nön-go	囡個	4
o-fi	倭非	1
o-leh	捼勒	1
o-meh	阿抹	2
o-nen	阿南	6
o-pah	倭柏	1
o-ʽeh	阿轄	1
oh	屋	4
oh	惡	1
oh-li	屋裏	51
oh-li-go	屋裏個	18
oh-lô	屋落	2
pa	拜	7
pa	擺	2
pa-kyʽi-læ	擺起來	1
pa-kʽæ-tih	擺開的	1
pa-læ	擺來	1
pa-pa	拜拜	4
pa-tong	擺東	1
pah-deh-li	伯特利	11
pah-deh-li-go	伯特利個	1
pah-go	八個	1
pah-jih	八十	1
pah-jih-loh	八十六	1
pah-jih-nyi	八十二	2
pah-jih-tsʽih	八十七	1
pah-kwun	百官	2
pah-lah	伯拉	2
pah-li-ʽeng	伯利恆	2
pah-lu	伯魯	1
pah-nyih-go	八日個	1
pah-pah	八百	7
pah-sing	百姓	32
pah-sing-go	百姓個	1
pah-yiang	百樣	3
pao	保	3
pao	報	1
pao-djün	保全	11
pao-djün-de	保全了	1
pao-djün-hyü-to	保全許多	1
pao-kyin	寶劍	5
pao-pao	飽飽	3
pao-pe	寶貝	1
pao-siu	保守	2
pao-siu-go	保守個	1
pao-yiu	保佑	6
pe	揹	4
pe-go	揹個	2
pe-leh	揹勒	6
pe-leh-dong-go	揹勒動個	1
pe-shông	悲傷	4
pe-ts	背仔	1
pe-tʽu-li	彼土利	4
pe-tʽu-li-go	彼土利個	5
peh	撥	218
peng	本	4
peng-cʽih	奔出	1
peng-koh	本國	2
peng-kyʽi	奔起	2
peng-kyʽi	奔去	1
peng-long-kyʽi	奔攏去	1
peng-long-læ	奔攏來	1
peng-læ	本來	2
peng-tao	奔到	2
peng-zông-kyʽi	奔上去	1
pi	比	12
pi-kyih	比結	1
pi-kʽeo	閉口	1
pi-lah	比拉	8
pi-li-si	比利洗	3
pi-li-üô	比利亞	1
pi-li-üô-go	比利亞個	1
pi-lih	比列	1
pi-long	閉攏	1
pi-neng	比嫩	1
pi-r-go	比珥個	1
pi-seng	比遜	1
pi-sô	比沙	1
pi-tʽah-go	比撻個	1
pi-vu	比武	1
pi-vu-go	比武個	1
pih	必	1
pih-dah	必達	1
pih-ding	必定	47
pih-dzih	筆直	1
pih-hen	辟罕	1
pih-iao	必要	15
pih-lah	辟拉	8
pih-lah-go	辟拉個	1
pih-nyüoh	碧玉	1
pih-næn	逼難	1
pin	遍	6
pin-di	遍地	3
pin-diao	變掉	1
pin-leh	變勒	1
pin-seh	變色	2
pin-tʽin-ʽô	遍天下	1
pin-wæ	變壞	1
pin-wæ-de	變壞了	1
pin-yin	邊沿	14
pin-yin-go	邊沿個	1
ping	餅	8
ping-tsiang	兵將	2
ping-tsʽia	並且	32
po-di-fi-lah-go	波提非拉個	3
po-di-veh	波提乏	2
poh	剝	1
poh	北	1
poh-bi-go	剝皮個	1
poh-diao	剝掉	1
poh-lao	博老	2
pong-kʽæ	崩開	1
pu-hao	補好	1
pu-s	布斯	1
pu-tsoh	補足	1
pun	半	1
pun	搬	1
pun-ko-kyʽi	搬過去	4
pun-læ-pun-kyʽi-go	搬來搬去個	1
pun-pin	半邊	1
pun-tao	搬到	3
pun-tsing	搬進	1
pæn-deo	扳頭	1
pæn-kyiu	斑鳩	1
pæn-pô	瘢疤	3
pæn-pô-go	瘢疤個	2
pô	把	108
pô-bih	巴別	2
pô-jih-meh	巴實抹	3
pô-jih-meh-go	巴實抹個	2
pô-lah-ha-nen	巴勒哈南	1
pô-leh-ha-nen	巴勒哈南	1
pô-læn	巴蘭	1
pô-tsin	霸佔	1
pô-tʽæn	巴坦	1
pô-tʽæn-üô-læn	巴坦亞蘭	10
pô-z-meh	巴是抹	1
pông-dzu	幫助	3
pʽa	派	1
pʽang	烹	2
pʽe-peh	配撥	1
pʽi-bing	批評	2
pʽih-leh	劈勒	1
pʽin	騙	1
pʽin-nying-go	騙人個	1
pʽing-kying	聘金	1
pʽo-dzæn	破綻	1
pʽo-dzæn-go	破綻個	1
pʽo-kʽæ	破開	3
pʽo-leo	破漏	1
pʽo-s-lah	破斯拉	1
pʽo-tsing	破進	1
pʽoh-jih	樸實	1
pʽoh-tao	撲倒	1
pʽong	捧	1
pʽong-djoh	碰着	25
pʽong-djoh-go	碰着個	3
pʽong-djoh-leh	碰着勒	1
pʽong-leh	捧勒	2
pʽun-tön	判斷	7
pʽô	怕	12
pʽô-de	怕了	1
pʽô-fah-go	怕法個	1
pʽô-gyü	怕懼	8
pʽô-pʽô-go	怕怕個	5
r	珥	5
r-go	珥個	3
r-pô-læn	珥巴蘭	1
s	賜	22
s	使	2
s-be	四倍	1
s-deh-lön-kyʽün	四凸亂圈	1
s-foh	賜福	14
s-foh-go	賜福個	1
s-go	四個	2
s-jih	四十	13
s-jih-ng-go	四十五個	1
s-jih-tsʽih	四十七	1
s-kwu	四股	1
s-nyüoh-s	司獄司	2
s-nyüoh-s-go	司獄司個	1
s-pah	四百	6
s-pah-go	四百個	2
s-peh	賜撥	45
s-s	試試	1
s-s-kʽen	試試看	1
s-teh	使得	100
s-ts	獅子	3
s-tsu	始祖	1
s-tsʽeng	思忖	1
s-tsʽô-sang	四汊生	1
s-vu	師父	1
s-ʽô	私下	1
sa-dziang	曬場	1
sa-dziang-li-go	曬場裏個	1
sa-sah	曬煞	1
sah	殺	8
sah	煞	1
sah-ba-leh	殺敗了	1
sah-da	撒大	1
sah-di-kyüô	撒提迦	1
sah-diao	殺掉	10
sah-diao-go	殺掉個	1
sah-fæn	撒番	1
