羅馬字	漢字	頻率
ôh-hao-kʽen-go	惡好看個	1
ôh-ziang	惡像	2
ông-sah	怏煞	1
ʽah-li	何裏	4
ʽang-we	行爲	1
ʽe	哎	2
ʽeh-yia	嗑呀	1
ʽen-tʽin-ʽô	咸天下	2
ʽeo	候	1
ʽeo	後	1
ʽeo-dao	厚道	1
ʽeo-deo	後頭	8
ʽeo-leh	候勒	1
ʽeo-pe	後背	1
ʽo-kyʽi	和氣	1
ʽoh-tsia	或者	1
ʽong-kyʽi-læ	紅起來	1
ʽong-leh	紅勒	1
ʽæ	嗐	1
ʽæn-wô	閒話	1
ʽô	下	1
ʽô-pun-nyih	下半日	1
ʽô-tsao	下遭	2
ʽô-üô	嗄㗇	1
ʽôh	學	2
ʽôh-dzing	學成	1
ʽôh-sang-ts	學生子	3
ʽông	行	1
ʽông-kʽeo	行口	1
ʽông-li	行裏	16
ʽông-li-go	行裏個	1
ʽông-li-læ	行裏來	1
