羅馬字	漢字	頻率
ngen-zông	岸上	1
ngeo-ziang	偶像	1
ngo	餓	1
ngo-lo-s	俄羅斯	1
ngæ	呆	1
ngæ-do-do	呆大大	3
ngæn-deo	銜頭	2
ngæn-ngæn	眼眼	1
ngô	我	6
ngô-bæn	瓦爿	1
ngô-meng	衙門	3
ngô-tsʽ	牙齒	1
ni	呢	13
no-ziah	懦弱	3
no-ziah-de	懦弱了	1
nu-mô	努馬	2
nyi-go	二個	1
nyi-kwu	尼姑	1
nyi-leng	議論	1
nyi-lo	尼羅	3
nyi-pah	二百	1
nyi-sæn-pah	二三百	2
nyi-sæn-væn	二三萬	1
nyiah-tih	捏的	1
nyiang	讓	5
nyiang-cʽih	讓出	1
nyiang-we	讓位	1
nyih	日	2
nyih-kyiu-ts-dziang	日久之長	1
nyih-nyih	日日	1
nyih-ts	日子	6
nyin	年	56
nyin-dæ	年代	3
nying	人	122
nying-dzing	人陣	1
nying-go	人個	3
nying-kô	人家	8
nying-kô-go	人家個	1
nying-nying	認認	1
nying-shü	人勢	1
nying-ts	銀子	3
nying-tsih	迎接	1
nying-tsih-we	人只會	1
nying-tsing-wô	認真話	1
nying-yün	鄞縣	1
nyiæn-nyin	廿年	1
nyiæn-pah	廿八	1
nyü-nying	女人	4
nyü-nyü	女女	1
nyü-wông	女王	2
nyün-sæ	元帥	2
nyün-z	原是	2
nyüoh-sing	肉身	1
næn	難	2
næn-kæn	難間	8
næn-pao	難保	2
næn-we	難爲	1
nön	囡	1
nön-nön	暖暖	1
oh	屋	1
oh-da-vi	屋大維	3
oh-da-ziu	屋大就	1
oh-lô	屋落	2
pa	拜	12
pa	擺	1
pa-bu-sah-go	拜菩薩個	1
pa-go	拜個	2
pa-kʽæ	擺開	1
pa-voh	拜服	1
pa-yiah	擺藥	1
pah	百	2
pah-pah	八百	1
pah-sing	百姓	23
pah-sing-lah	百姓拉	17
pah-væn	百萬	1
pah-yiang	百樣	2
pao	報	5
pao-cʽih	爆出	1
pao-cʽih-læ	爆出來	3
pao-cʽih-læ-go	爆出來個	1
pao-dziu	報仇	2
pao-eng	報恩	1
pao-gyi-go	報其個	1
pao-ing	報應	1
pao-kʽæ-læ-go	爆開來個	1
pao-lo	保羅	2
pao-pao	保保	1
pao-wu	保護	2
pe-teh	彼得	2
pe-teh-dông	彼得堂	2
peh	撥	43
peh-ko	不過	8
peh-kô	不加	1
peh-lu-to	不魯多	3
peh-ti-nah-z	不蒂捺士	1
peng	奔	2
peng	本	1
peng-di	本地	3
peng-di-nying	本地人	1
peng-koh	本國	3
peng-læ	本來	9
peng-tu	本都	1
peng-z	本事	3
pi	比	29
pi-cong-peh-dong	比衆不同	1
pi-feh-læ-go	比弗來個	2
pi-kyʽi-læ	比起來	3
pi-tʽe-nyi	庇推尼	2
pih	必	4
pih-ding	必定	2
pih-li	壁裏	1
pin	邊	1
pin-diao	變掉	1
pin-leh	變勒	1
pin-seh	變色	1
pin-tso	變做	1
ping	兵	7
ping-fah	兵法	2
ping-long	併攏	1
ping-mô	兵馬	28
ping-tsʽia	並且	5
po-s	波斯	4
poh-deo	北頭	4
poh-pin	北邊	5
pu-pu-tsʽeo	補補湊	1
pun-kyü	半句	2
pun-lu-zông	半路上	1
pun-pin	半邊	2
pæn	班	1
pô	把	1
pô-hyi	把戲	1
pô-pi-leng	巴比倫	1
pô-pô	巴巴	1
pô-r-mô	巴爾馬	3
pô-sæ	把帥	3
pông-dzu	幫助	1
pông-tsʽeng	幫襯	3
pʽi-lôh-læ	批落來	1
pʽing-kʽong	拼空	1
pʽing-tsʽing	聘請	1
pʽo-leh	破勒	1
pʽo-tsing	破進	6
pʽoh-s	魄屍	1
pʽong-djôh	碰着	1
pʽun-pʽe	潘沛	5
pʽun-pʽe-yi	潘沛以	1
pʽô-feh	怕弗	2
pʽô-gyü	怕懼	1
pʽô-shü-shü	怕勢勢	1
r-ping-tsʽia	而並且	1
s	使	2
s-deh-lön-kyʽün	四凸亂圈	1
s-go	四個	3
s-gying	四近	1
s-gying-s-yün	四近四遠	1
s-hwun	使喚	2
s-jih	四十	1
s-kyi	四季	1
s-ng-jih	四五十	1
s-nyin	四年	2
s-pah	四百	1
s-peh	賜撥	1
s-teh	使得	6
s-ts	獅子	1
s-tsah	四隻	1
s-tông-bo-li	斯當婆里	2
s-yün	四遠	1
s-ʽô	私下	1
sah	殺	6
sah	煞	2
sah-diao	殺掉	11
sah-diao-de	殺掉了	1
sah-diao-go	殺掉個	3
sah-go	殺個	1
sah-gyi-diao	殺其掉	1
sah-leh	殺了	1
sah-r-tih-nyi-üô	撒爾的尼亞	4
sah-sah-diao	殺殺掉	1
sang	生	1
sang-cʽih	生出	1
sang-dzing	生成	1
sang-go	生個	1
sang-i	生意	9
sang-kyʽi	生氣	1
sang-leh	生勒	1
sang-weh	生活	1
se	雖	1
se-jün	雖然	3
se-s-li	水師裏	2
se-tsih	雖即	8
seng-ts	孫子	1
shih	式	1
shih	說	1
shih-iah	失約	2
shih-sæn	雪山	1
shih-wô	說話	20
shü	書	4
shü	水	3
shü-dao	勢道	3
shü-djün-go	世傳個	1
shü-kæn-zông	世間上	1
shü-kʽeo	世口	1
shü-li	書裏	2
shü-tʽu	水土	1
shü-vi	勢微	1
shü-ying	輸贏	1
si-de	死了	4
si-go	死個	3
si-ko-liao	死過了	2
si-ko-ts	死過之	1
si-ko-ts-ʽeo	死過之後	1
si-kyi-li	西基里	9
si-kyʽiao	細巧	2
si-lah	西拉	8
si-pi-yiang	西庇楊	3
si-pi-yiang-go	西庇楊個	1
si-pin	西邊	7
si-pun-pin	西半邊	2
si-pæn-yüô	西班牙	5
si-vo-la	西伏剌	3
si-ze	死罪	3
si-ʽeo	死後	1
sia	寫	1
sia-leh	寫勒	1
siah-wun-de	削完了	1
siang	想	9
siang	相	1
siang-gying	相近	1
siang-liang	商量	2
siang-liang-ts	商量仔	1
siang-mao	相貌	4
siang-sing	相信	3
siang-ziang-go	相像個	1
siao	小	4
siao-de	小了	1
siao-diao	燒掉	4
siao-jün	小船	1
siao-koh	小國	2
siao-kwʽu	小苦	1
siao-nying	小人	1
siao-siao-kun	小小管	1
siao-yia	少爺	2
sih-kyiao	釋教	2
sih-shü	式勢	2
sin	先	2
sin-cü	先知	1
sin-nying	仙人	1
sin-sang	先生	4
sing	心	3
sing	信	1
sing	新	1
sing	星	1
sing	聖	1
sing-dzô-tsʽah-kwun	聖查察官	1
sing-keh	性格	1
sing-kying	聖經	9
sing-kʽeo	聖口	1
sing-kʽæ	伸開	1
sing-li	心裏	1
sing-ming	性命	6
sing-mô-li-nyiah	聖馬利涅	2
sing-nying	聖人	1
sing-nying-go	聖人個	1
sing-shü	聲勢	2
sing-siang	心想	5
sing-tsiao-de	心焦了	1
sing-tsiao-sah-de	心焦煞了	1
sing-tsôh-cʽih	新作出	1
sing-tsʽa	信差	3
sing-yin	聖賢	2
sing-z	聖字	1
sing-zông	身上	3
siu	手	3
siu-cü	秀緻	1
siu-kwang	手梗	1
siu-li	手裏	3
siu-ʽang	修行	1
siu-ʽô	手下	9
so-leng	梭倫	1
soh	啥	1
soh-go	啥個	31
soh-ko	啥個	1
song	送	1
song-ko-læ	送過來	1
su	穌	2
su	數	1
su	素	1
su-cʽih	塑出	1
su-dzông	素常	1
su-feh-pin	數弗遍	1
su-tu	數都	1
su-tu-su-feh-pin	數都數弗遍	1
su-yi-tʽin	蘇以天	1
sæ-ba	衰敗	1
sæ-ba-de	衰敗了	1
sæn	山	11
sæn	三	3
sæn-de	散了	1
sæn-feng	三分	1
sæn-feng-ts-ih	三分之一	1
sæn-go	三個	5
sæn-hyüong-di	三兄弟	3
sæn-kyiah-ʽô	山腳下	3
sæn-kʽeh	三刻	1
sæn-kʽæ	散開	1
sæn-nyin	三年	3
sæn-pah	三百	3
sæn-s	三四	3
sæn-s-pah-nyin	三四百年	1
sæn-se	山水	1
sæn-teng	山頂	2
sæn-tsao	三遭	1
sæn-tʽah	三𡍲	2
sô	所	3
sô	赦	1
sô-cʽih	捨出	1
sô-diao	赦掉	2
sô-lih-shih-dao	所立失道	1
sô-ʽæ	所害	2
sông	傷	1
sông-diao	喪掉	1
sông-leh	傷了	2
sông-leh	傷勒	1
sông-sing	傷心	1
sông-sing	爽性	1
sông-sông-diao-go	傷傷掉個	1
sön	算	10
sön-kyʽi	算起	1
sön-kyʽi-læ	算起來	1
sön-læ	算來	2
sön-su-go	算數個	1
sön-tsing	算進	2
sön-z	算是	1
ta-ko-læ-go	帶過來個	1
ta-li	帶累	1
ta-ling	帶領	3
tang	打	19
tang-ba	打敗	2
tang-ba-de	打敗了	1
tang-ba-ts	打敗仔	1
tang-fah	打發	1
tang-go	打個	1
tang-gyi-ying	打其贏	1
tang-leh	打了	1
tang-leh	打勒	1
tang-sah	打煞	4
tang-sah-de	打煞了	2
tang-sön	打算	1
tang-tsiang	打仗	15
tang-tsiang-ko	打仗個	1
tang-tsing	打進	4
tang-ying	打贏	3
tang-ying-ts	打贏仔	1
tang-zông	打上	3
tao	到	54
tao	倒	10
tao	刀	1
tao-de	到了	1
tao-gyih-deo	到極頭	1
tao-leh	到了	1
tao-lo-mô-koh	到羅馬國	1
tao-peng-cün-læ	倒奔轉來	1
tao-siang	倒想	1
tao-siu	到手	1
tao-ti	到底	1
tao-tsʽiang	刀槍	1
tao-yiu	倒有	1
te-siu	對手	3
te-tsing	對證	1
teh	得	1
teh-cü	得知	5
teh-kyʽi	德氣	2
teh-li-z-ti	德利士底	2
teh-ze	得罪	1
teh-ʽang	德行	2
teng	等	84
teng-cü	躉注	1
teng-tao	等到	6
teng-we	登位	2
teng-z-li	登時裏	1
teo	鬥	1
ti	帝	1
ti-di-fông	底地方	1
ti-dih	抵敵	1
ti-ti	低低	1
ti-tông	抵擋	3
ti-vi	低微	2
tih-tao	跌倒	1
tin	點	2
tin-djôh	點着	1
ting	頂	12
ting-hao	頂好	1
ting-kao	頂高	1
ting-kwʽu-go	頂苦個	1
ting-to	頂多	1
ting-w̆a	頂壞	2
tiu-leh	丟勒	1
to	多	26
to-go	多個	1
to-kyʽi-læ	多起來	1
to-li	多里	1
to-s-kyüô-neh	多斯加納	4
to-siao	多少	12
to-sing	多星	4
toh-toh	篤篤	2
tong	懂	1
tong	東	1
tong-pin	東邊	3
tong-si	東西	5
ts-di	之地	1
ts-i	旨意	1
ts-nga	之外	1
ts-si	仔細	1
ts-tin	指點	2
ts-tsih	資質	2
ts-ʽeo	之後	13
tsah	隻	3
tsah-kwah	扎括	1
tsah-lao-ts	扎牢仔	1
tsah-tang-tsah	隻打隻	1
tsah-vah	責罰	1
tsao	遭	2
tsao-tsao	早早	1
tsao-yi-ts	早已仔	1
tse-djôh	追着	1
tse-zông	追上	1
tseng-djong	尊重	1
tseng-djong-go	尊重個	1
tseo	走	2
tseo-cʽih-læ	走出來	3
tseo-de	走了	1
tseo-ko	走過	1
tseo-long	走攏	1
tseo-tao	走到	1
tseo-tsing	走進	1
tseo-veng	奏文	2
tseo-zông	走上	1
tsi-s	祭司	1
tsia-ko-læ	借過來	2
tsia-ko-læ-go	借過來個	1
tsia-læ-go	借來個	1
tsiah-we	爵位	4
tsiang	將	35
tsiang	仗	2
tsiang-kyüing	將軍	12
tsiang-læ	將來	2
tsiao-cʽih	招出	1
tsiao-dza	照咋	1
tsih	只	9
tsih	即	1
tsih-cü	節制	1
tsih-i	執意	1
tsih-iao	只要	1
tsih-jü	即如	1
tsih-kwun	只管	1
tsih-leh	只勒	2
tsih-siao	只消	1
tsih-teh	只得	1
tsih-we	只會	7
tsih-we	即位	2
tsih-yiu	只有	16
tsih-yiu-pi-li-z	只有比利時	1
tsih-z	只是	2
tsih-z-ka	只是介	1
tsin	戰	1
tsin	節	1
tsin-djü-kæn	佔住間	1
tsing	真	7
tsing	進	2
tsing	井	1
tsing	正	1
tsing-cü	精緻	1
tsing-dao-li	真道理	1
tsing-hao	正好	1
tsing-jing	真神	3
tsing-jing-go	真神個	1
tsing-kong	進貢	1
tsing-kong-go	進貢個	1
tsing-kwʽe	整塊	1
tsing-lu	進路	1
tsing-sing	真心	1
tsing-tao	真刀	1
tsing-tsing	真真	4
tsing-tsʽiang	真槍	1
tsing-voh	征服	8
tsing-voh-de	征服了	1
tsing-voh-go	征服個	2
tsing-ziang	正像	5
tsiu	州	1
tsiu	酒	1
tsiu-coh	周捉	1
tsiu-tsôh	周作	1
tsiu-we	周圍	1
tso	做	46
tso-cü-go	做主個	1
tso-cʽih	做出	1
tso-cʽih-læ	做出來	1
tso-de	做了	1
tso-go	做個	2
tso-keng-mah-go	做根脈個	1
tso-kwun	做官	1
tso-kô-sang	做家生	1
tso-leh	做勒	4
tso-leh	做了	2
tso-leh-tao-go	做勒到個	1
tso-li-tʽong-nga-koh	做裏通外國	1
tso-nying	做人	3
tso-nying-go	做人個	1
tso-s-go	做詩個	1
tso-sang-i	做生意	1
tso-tao	做到	1
tso-tʽah	做𡍲	1
tso-z-tʽi	做事體	1
tsoh-tsoh	足足	1
tsoh-tsoh-go	足足個	1
tsong	總	4
tsong-kwun	總管	7
tsong-r-yin-ts	總而言之	1
tsong-tôh	總督	1
tsæ	再	10
tsæ-kyʽi	載去	1
tsæ-læ	載來	1
tsæ-wô	再話	13
tsô-djü	遮住	1
tsôh	作	1
tsôh	築	1
tsôh-cʽih	作出	1
tsôh-hying	作興	2
tsông-li	章裏	2
tsʽ-di	此地	2
tsʽa	差	3
tsʽa-kyʽi	差去	1
tsʽa-læ-go	差來個	1
tsʽah-diao	拆掉	1
tsʽao-kʽeo	草寇	1
tsʽao-mih	抄滅	3
tsʽao-mih-de	抄滅了	1
tsʽao-mih-go	抄滅個	1
tsʽao-peng	抄本	1
tsʽeng	忖	1
tsʽeng-cʽih	忖出	3
tsʽia-kwu	且顧	2
tsʽiang	槍	1
tsʽiang-kyʽi	搶去	1
tsʽiang-kyʽi-kæn	搶去間	1
tsʽiang-leh	搶了	1
tsʽih-pah-jih	七八十	1
tsʽih-tsʽ	切齒	1
tsʽih-tsʽ-tsʽih-ʽeng	切齒切恨	1
tsʽih-zo	七座	1
tsʽih-ʽeng	切恨	1
tsʽin	遷	2
tsʽin-tu	遷都	1
tsʽing	請	3
tsʽing-hwu	稱呼	4
tsʽing-kyün	親眷	1
tsʽing-kyʽi-kæn	請去間	1
tsʽing-ng	親兒	1
tsʽing-nô	親囡	1
tsʽing-tsæn	稱讚	1
tsʽing-tsʽ	趁此	3
tsʽo	錯	1
tsʽo-cʽü	錯處	2
tsʽong-ming	聰明	1
tsʽu-mæn	粗蠻	1
tsʽæ	睬	1
tsʽæ-hwô	菜花	1
tsʽæ-hwô-dong	菜花銅	1
tsʽæn-nyih	產業	1
tsʽæn-nyiæn	懺唸	1
tsʽô	差	4
tsʽô	岔	1
tsʽô-feh-to	差弗多	8
tsʽô-feh-to-go	差弗多個	1
tsʽô-tô	差朵	1
tsʽô-yün	差遠	1
tsʽông	唱	1
tsʽön-we	篡位	1
tu	都	72
tu-jing-din	都神殿	1
tu-kyi	都計	2
tu-z	都是	3
tæn-kông	擔綱	2
tæn-teng	單等	1
tæn-ts	膽子	5
tæn-tsih	單只	1
tæn-tsʽing	丹青	1
tô-hwô	朵化	1
tôh-fah-ts-deo	篤發之頭	1
tôh-zah-deo-en	篤石頭案	1
tông	當	2
tông-cong-nyiang	當中央	1
tông-deo	當頭	1
tông-feh-kyʽi	擋弗起	1
tông-leh-kyʽi	當勒起	1
tông-min-zin	當面前	1
tông-tsʽu-ts	當初子	3
tʽa-bing	太平	3
tʽa-bing-go	太平個	2
tʽa-da-nyi-li	他大尼里	1
tʽa-kyʽüoh	拖喫	1
tʽao	討	1
tʽao-væn	討飯	1
tʽao-z	討是	1
tʽe	退	2
tʽe-cün-kyʽi	退轉去	1
tʽe-lu	退路	1
tʽe-peh	推撥	1
tʽe-pæn	推扳	3
tʽe-we	退位	1
tʽeo-bun	偷伴	1
tʽeo-dao	偷盜	1
tʽeo-pʽô	偷怕	1
tʽi	替	1
tʽiah-sah-lo-nyi-kyüô	帖撒羅尼迦	2
tʽiao-ko-kyʽi-de	跳過去了	1
tʽiao-shün	挑選	4
tʽiao-so	挑唆	4
tʽih	鐵	6
tʽih-go	鐵個	1
tʽih-seh-vu-r-go	鐵色無二個	1
tʽin	天	1
tʽin-cü-kyiao	天主教	4
tʽin-cü-kyiao-go	天主教個	1
tʽin-kô	天家	1
tʽin-lao	天牢	1
tʽin-li	天理	1
tʽin-liang	天亮	1
tʽin-sang-dzing-go	天生成個	1
tʽin-yiao	天搖	2
tʽin-zông	天上	1
tʽin-ʽô	天下	6
tʽin-ʽô-go	天下個	1
tʽing	聽	5
tʽing-kyin	聽見	1
tʽing-meng	聽聞	2
tʽong	統	2
tʽong	通	1
tʽong-sing	統性	10
tʽong-tsong	統總	2
tʽu-r-kyi	土耳基	1
u-sen	烏碎	11
u-su	惡愫	1
vah	伐	14
vah-cʽih	罰出	1
vah-tsiu	罰咒	2
vah-tsiu-ko-liao	罰咒過了	1
ve	𣍐	1
veh-go	佛個	1
veh-kyiao	佛教	1
veh-lo-leng-s	佛羅倫斯	1
veh-læn-si	佛蘭西	3
veng	墳	1
veng-li	文理	7
veng-mo	墳墓	3
veng-nga	分外	3
veng-zi	焚自	2
vi-kʽo-cü	未可知	1
vi-su-vi	維蘇維	3
voh	服	7
vu-dzong	無從	1
vu-kwu	無故	1
vu-meo	無謀	1
vu-nyih-ts	武藝子	3
vu-sing-go	無心個	1
vu-tsʽin-da-væn	無千大萬	1
vu-ün	無冤	1
væn	犯	1
væn	萬	1
væn	飯	1
væn-cong-nying	萬衆人	1
væn-pah	凡百	1
væn-wô	繁華	1
vông-ts	房子	1
wa	還	19
wa-iao	還要	1
wa-yiu	還有	17
wa-yiu-sing	還有星	1
wa-z	還是	5
we	會	31
we	爲	2
we	位	1
we-djü	圍住	3
we-leh	爲了	4
we-long	會攏	1
we-ne-seh	韋內瑟	2
we-ne-seh	韋內色	1
we-ts	回子	4
we-ts	爲止	1
we-we	爲爲	1
we-we-kyiao	回回教	1
weh-be	活被	1
weh-go	活個	1
wu-kʽeo	戶口	15
wun-kong	完工	1
wæn-pao	還報	1
wô	話	31
wô-feh-læ	話弗來	1
wô-hyiang-ng-dao	話向爾道	1
wô-kyʽi-læ	話起來	1
wô-leh	話勒	1
wô-tih	話的	4
wô-tæn-læ	話帶來	1
wô-wô	華華	1
wông	王	4
wông	皇	1
wông-kong	皇宮	1
wông-seng	王孫	1
wông-ti	皇帝	55
wông-ti-de	皇帝了	1
wông-ti-go	皇帝個	2
wông-zông	皇上	1
w̆a	壞	10
w̆a-cʽü	壞處	1
w̆a-de	壞了	2
w̆a-hyiang-fông	壞鄉方	1
w̆a-leh	壞勒	1
w̆a-nying	壞人	1
w̆a-pʽe-ts	壞坯子	1
w̆a-z	壞是	1
w̆eng-w̆eng	穩穩	1
w̆æn-we	挽回	1
w̆æn-we-cün	挽回轉	1
w̆ông-w̆ông	往往	1
yi	又	36
yi	以	1
yi-da-li	以大利	29
yi-da-nô	以大拿	2
yi-hyü	又虛	1
yi-jih-go	又實個	1
yi-kying	已經	16
yi-kying-hying-wông	已經興旺	1
yi-mô-nu-lih	以馬努力	1
yi-z	又是	1
yi-zin	以前	15
yi-ʽeo	以後	8
yia	也	82
yia	呀	1
yia	夜	1
yia-siu	野獸	7
yia-tao	夜到	1
yia-yia	夜夜	1
yia-yiu	也有	2
yia-z	也是	2
yiah-lih	協力	1
yiang	樣	2
yiang-go	樣個	1
yiang-kʽæ	揚開	1
yiang-kʽæ-liao	煬開了	1
yiang-kʽæ-liao-go	煬開了個	1
yiang-li	洋里	14
yiang-seh	樣色	3
yiang-shih	樣式	1
yiang-shih-go	樣式個	2
yiang-yiang	樣樣	1
yiao-nyiæn	效驗	1
yin-dzæ	現在	11
yin-dzæ-ni	現在呢	1
ying	贏	3
ying-de	贏了	1
ying-dza-li	營寨裏	1
ying-ts	贏仔	1
ying-vah	刑罰	1
yiu	有	182
yiu-ih-go	有一個	1
yiu-kʽeo	有口	1
yiu-lao	有佬	3
yiu-leh	有了	1
yiu-ming-deo	有名頭	3
yiu-ming-deo-go	有名頭個	1
yiu-shih-go	有雪個	1
yiu-sing	有星	1
yiu-tin	有點	7
yiu-tʽæ-koh	猶太國	10
yiu-yü-peh-dzing	有餘不剩	1
yiu-yüong	有勇	1
yiu-ʽæn	有限	2
yiæ	耶	2
yiæ-gyih	埃及	5
yiæ-lu-sah-leng	耶路撒冷	5
yiæ-su	耶穌	34
yiæ-su-go	耶穌個	3
yiæ-su-kyiao	耶穌教	23
yiæ-su-kyiao-go	耶穌教個	2
yiæ-su-yi-zin	耶穌以前	1
yü-kô	愈加	16
yü-ling-ping	羽林兵	1
yü-sin	預先	1
yü-to	餘多	1
yüih	越	2
yüih-fah	越發	3
yüih-feh-z	越弗是	1
yüih-hyüong	越兇	1
yüih-long	越弄	2
yüih-to	越多	1
yüing-kyʽi	運氣	1
yün-kwu	緣故	6
yün-yün	遠遠	1
yüong	用	15
yüong-feh-djôh	用弗着	1
yüong-go	用個	1
yüong-yi	容易	1
z	是	149
z	字	1
z-de	是了	1
z-dzong	自從	4
z-jün	自然	6
z-ka	是介	9
z-ka	時介	1
z-keh-deo	是箇頭	1
z-ken	事幹	6
z-ngæn	字眼	3
z-shü	時世	9
z-tʽi	事體	34
z-yün	寺院	2
z-yün-li	寺院裏	1
z-ʽeo	時候	52
zah-deo	石頭	5
zao	造	1
ze	罪	1
ze-bin	隨便	1
ze-ming	罪名	4
ze-ming-go	罪名個	2
ze-ng	隨爾	1
ze-siu	隨手	2
zeh-keh-leng-teng	雜箇愣敦	1
zeh-tsʽih-peh-la	雜七不剌	1
zi	自	19
zi-go	自個	25
zi-kô	自家	2
zi-kô-nying	自家人	1
zia	邪	3
zia-kyiao	邪教	3
zia-kʽæ-kyʽi	邪開去	1
zia-zia	謝謝	1
ziah	若	3
ziah-kông	若講	1
ziah-wô	若話	2
ziah-yiu	若有	1
ziah-z	若是	14
ziang	像	19
ziang-liang-koh	像兩國	1
ziao-deo	兆頭	1
zih-sah	蝕煞	1
zin	前	1
zin-deo	前頭	10
zin-deo-go	前頭個	1
zing	尋	1
zing-deo-go	盡頭個	1
zing-si	尋死	1
zing-z-tsʽao-nao	尋事吵鬧	1
ziu	就	98
ziu	受	1
ziu-leh	受了	1
ziu-næn	受難	1
ziu-sông-liao	受傷了	1
ziu-tsiang	就將	1
ziu-wô	就話	1
ziu-z	就是	16
zo-læ	坐來	1
zo-tæn-long	坐帶攏	1
zo-we	坐位	1
zông	上	9
zông-deo	上頭	2
zông-hao-s-nyiang-go	上好斯樣個	1
zông-ngen	上岸	1
zông-teng	上頂	1
zông-yü	上諭	1
zông-zin	上前	3
æ-sih	愛惜	5
ôh	惡	3
ôh-to	惡多	2
ôh-ziang	惡像	2
ông	怏	1
ông-de	怏了	1
ông-tsao-tsao	怏糟糟	1
ü-z-wu	於是乎	1
ün-kyʽi	怨氣	3
ün-kyʽi-go	怨氣個	1
ün-sing	怨聲	1
ün-wông	冤枉	2
üong	勇	1
üong	永	1
üô-gô-to-gyi-li	亞伽多奇利	3
üô-kyi-bôh	亞基薄	1
üô-kæ-üô	亞該亞	2
üô-lah-pah	亞拉伯	1
üô-me-li-kyüô	亞美利加	1
üô-si-üô	亞細亞	2
üô-tin	雅典	1
ʽah-kôh	合國	1
ʽah-li	何裏	8
ʽah-long	合攏	1
ʽang	行	2
ʽang-kyiao	行教	2
ʽang-kʽæ	行開	1
ʽang-kʽæ-kyʽi	行開去	4
ʽang-leh	行勒	2
ʽang-tsʽ	行刺	1
ʽang-we	行爲	2
ʽao	號	1
ʽao-ling	號令	1
ʽeh-tæn-long	合帶攏	2
ʽen-de	寒了	1
ʽen-tʽin-ʽô	咸天下	2
ʽeo	厚	3
ʽeo	候	2
ʽeo	後	2
ʽeo-deo	後頭	28
ʽeo-pe	後背	1
ʽo	和	3
ʽo-cong	和衆	1
ʽo-feh-long-go	和弗攏個	1
ʽo-jü	何如	2
ʽo-jü-yia	何如呀	1
ʽo-jün	和然	5
ʽo-læn	荷蘭	1
ʽo-moh	和睦	1
ʽo-nön	和暖	1
ʽo-se	禍祟	3
ʽo-sæn	和三	1
ʽo-ts	和止	1
ʽo-tsah	和隻	1
ʽo-zông	和尚	2
ʽæn-tsao-ts	閒早子	1
ʽæn-tsiang	閒賬	1
ʽô-deo	下頭	1
ʽô-kô	下家	3
ʽô-si-go	下世個	1
ʽô-sæn	下三	1
ʽôh-læ	學來	1
ʽôh-tsia	或者	5
ʽông-shü	降書	1
