羅馬字	漢字	頻率
sang-bing-kæn	生病間	1
sang-cʽih-læ	生出來	1
sang-diao	省掉	1
sang-go	生個	2
sang-kyʽi	生氣	2
sang-leh	生勒	3
sang-leh	生了	1
sao	掃	1
sao-we	稍爲	1
se-tsih	雖即	16
seo	瘦	1
shih	說	1
shih	雪	1
shih-bah-lin	雪白憐	1
shih-i	適意	1
shih-iah-go	失約個	1
shih-kwah	雪刮	1
shih-wô	說話	56
shih-wô-tih-de	說話的了	1
shih-zing	雪淨	1
shæ-wô	奢華	1
shô-ho	耍貨	1
shông-kwʽa	爽快	1
shü	書	22
shü	歲	6
shü	水	3
shü-go	書個	1
shü-ka	世界	1
shü-ko	水果	2
shü-kæn-zông	世間上	13
shü-kô-li	書架裏	1
shü-li	書裏	3
shü-min	書面	2
shü-shü	恕恕	1
shü-sing	書信	2
shü-vi	勢微	1
shü-vông	書房	1
shü-vông-li	書房裏	1
si	死	12
si-de	死了	10
si-go	死個	6
si-ko-ts	死過之	1
si-li	洗禮	1
si-li-go	洗禮個	1
si-lu	死路	2
si-læ	死來	1
si-nying	死人	1
si-si	細細	1
si-ts	死仔	3
si-ʽeo	死後	2
sia	寫	3
sia-lôh-tih	寫落的	1
sia-tih	寫的	3
sia-tih-go	寫的個	1
siang	想	2
siang-liang	商量	2
siang-mao	相貌	8
siang-sing	相信	20
siang-sing-de	相信了	1
siang-sing-go	相信個	2
siang-ts	箱子	1
siang-vông	想望	2
siao	小	8
siao	笑	2
siao	消	1
siao-cʽih-læ-go	燒出來個	1
siao-go	小個	1
siao-kwun-nying	小官人	1
siao-kwʽu	小苦	1
siao-læ	小來	1
siao-nying	小人	42
siao-nying-go	小人個	1
siao-siao	小小	5
siao-siao-kwun	小小管	2
siao-siao-nying	小小人	1
siao-yiang	小羊	1
sin	先	2
sin	扇	2
sin-sang	先生	38
sin-sang-go	先生個	1
sin-ts	扇子	1
sing	心	25
sing	信	2
sing	姓	2
sing	星	1
sing	身	1
sing-cün-læ	醒轉來	1
sing-dziang	心腸	2
sing-jih-go	信實個	3
sing-kah	性格	1
sing-kyih	心急	1
sing-li	心裏	6
sing-li-deo	信裏頭	1
sing-li-deo	心裏頭	1
sing-li-deo-go	心裏頭個	1
sing-ling	聖靈	4
sing-læ-go	新來個	1
sing-ming	性命	2
sing-mun	心滿	1
sing-pin	身邊	2
sing-pʽun	審判	2
sing-s	聖詩	4
sing-shü	聖書	34
sing-shü-go	聖書個	2
sing-shü-li	聖書裏	4
sing-shü-li-go	聖書裏個	1
sing-siang	心想	3
sing-sing	心心	2
sing-siu	星宿	1
sing-su	姓數	3
sing-tsiao	心焦	1
sing-zông	升上	1
sing-zông	身上	1
siu	手	4
siu	首	4
siu-li	手裏	10
siu-sih	首飾	1
soh	啥	3
soh-go	啥個	17
soh-ken	啥幹	1
soh-si	啥西	4
song	送	5
song-peh	送撥	2
song-song	送送	1
su-sing	甦醒	1
sæn	三	4
sæn	山	4
sæn-jih	三十	1
sæn-we-ih-tʽi	三位一體	1
sô	所	3
sô-teh	捨得	1
sô-wô-go	所話個	1
sô-yi	所以	7
sô-ze-go	赦罪個	1
sông-diao-de	喪掉了	1
sông-sing-kyʽi-læ-de	傷心起來了	1
sön	算	8
ta-leh	帶勒	2
ta-læ	帶來	1
ta-læ-go	帶來個	1
ta-tih	戴的	1
tah-di	搭地	1
tang	打	3
tang-fah	打發	1
tang-go	打個	1
tang-læ	打來	1
tang-sah-de	打煞了	1
tang-tsiang	打仗	1
tang-tʽong	打痛	1
tao	到	88
tao	倒	12
tao-kao	禱告	12
tao-kao-veng	禱告文	1
tao-leh	到了	4
tao-ti	到底	4
tao-tseo-cün-læ	倒走轉來	1
te	對	1
te-deo	對頭	1
te-kʽæ	對開	1
te-tsing	對證	1
teh	得	2
teh-cü	得知	9
teh-djôh	得着	6
teh-ing	答應	1
teh-kyiu	得救	1
teh-ze	得罪	1
teng	等	104
teng-feh-tao	等弗到	1
teng-tao	等到	1
teng-teng	燉燉	1
ti-sing-siao-i	低聲小意	1
ti-ts	底子	1
ti-vi	低微	1
ti-vi-sing-go	低微心個	1
ti-ʽô	底下	5
ti-ʽô	低下	1
tia-nyiang	爹孃	2
tin	點	5
tin-hyiang	點向	1
tin-sing	點心	1
ting	頂	28
ting	訂	1
ting-leh	釘勒	1
tiu-diao	丟掉	3
tiu-leh	丟勒	2
to	多	3
to-siao	多少	2
tong	懂	1
tong-si	東西	14
tong-si-go	東西個	1
ts	仔	2
ts-hyiang	志向	1
ts-hyiang	指向	1
ts-jing	滋潤	1
ts-si	仔細	4
ts-tin	指點	1
ts-ts	煮煮	1
tsah	扎	1
tsah-cü	扎注	1
tsah-iang-ts	扎秧子	1
tsao	早	4
tsao	遭	1
tsao-de	早了	1
tseo	走	9
tseo-cün	走轉	1
tseo-cün-læ	走轉來	1
tseo-cʽih	走出	1
tseo-cʽih-kyʽi-de	走出去了	1
tseo-cʽih-læ	走出來	3
tseo-cʽih-læ-go	走出來個	1
tseo-kʽæ	走開	2
tseo-tao	走到	4
tseo-tseo	走走	3
tseo-tsing	走進	10
tseo-tsing-læ	走進來	1
tseo-zông	走上	1
tsi	𣥼	1
tsi-tseo	嚌奏	1
tsiang-læ	將來	3
tsiang-tsiang	張張	1
tsiang-yi	將以	1
tsiao	照	8
tsiao-ing	照應	1
tsih	只	17
tsih	節	9
tsih-iao	只要	1
tsih-kyü	接歸	1
tsih-leh	只勒	10
tsih-li	節裏	1
tsih-we	只會	2
tsih-yiu	只有	6
tsih-z	只是	8
tsin	剪	2
tsin-diao-mao-tʽæn	氈條毛毯	1
tsin-tao	剪刀	2
tsing	真	60
tsing	正	3
tsing	整	1
tsing	進	1
tsing-cʽih	整出	1
tsing-dao-li	真道理	1
tsing-hao	正好	2
tsing-jing	真神	1
tsing-lu	正路	1
tsing-sing	真心	2
tsing-z	正是	1
tsing-z-ka	正是介	1
tsiu	酒	1
tsiu-ko	晝過	1
tsiu-shü	週歲	1
tso	做	50
tso-dzing	做成	2
tso-go	做個	4
tso-gyi	做忌	1
tso-ko	做過	1
tso-ko-de	做過了	1
tso-leh	做勒	1
tso-nying	做人	1
tso-nying-go	做人個	1
tso-ts	做仔	1
tso-tso	做做	1
tso-yiang	做樣	1
tso-yiang-go	做樣個	1
tsoh-tsoh	作作	1
tsong	總	8
tsong	種	1
tsong-iao	總要	2
tsong-li	棕櫚	1
tsong-we	總會	1
tsong-z	總是	2
tsu-tsong	祖宗	3
tsu-tông	阻擋	1
tsæ	再	14
tsæ-ve	再𣍐	1
tsæ-wô	再話	3
tsæn	讚	1
tsæn-me	讚美	2
tsô-kæ	遮蓋	1
tsông	章	11
tsông	葬	1
tsông-wông	裝潢	1
tsʽa	差	2
tsʽang	撐	4
tsʽang-ko	撐過	1
tsʽang-leh	撐勒	2
tsʽao	抄	1
tsʽeng	忖	7
tsʽeng-deo	忖頭	1
tsʽeng-feh-cʽih	忖弗出	1
tsʽeng-go	忖個	1
tsʽeng-kyʽi-læ	忖起來	1
tsʽeng-læ	忖來	1
tsʽeng-tao	忖到	3
tsʽeng-tih-go	忖的個	1
tsʽeng-tsʽeng	忖忖	21
tsʽih	七	1
tsʽih-ko	七個	1
tsʽing	請	4
tsʽing	趁	1
tsʽing-gying	親近	2
tsʽing-hwu	稱呼	1
tsʽing-sông-tin	清爽點	1
tsʽing-ting-ting	清盯盯	1
tsʽing-tsæn	稱讚	2
tsʽing-tsʽao	青草	1
tsʽing-tsʽing	請請	1
tsʽing-tsʽu	清楚	1
tsʽing-æ-go	親愛個	2
tsʽiu-cʽih-læ	抽出來	1
tsʽiu-ngô-cʽih-læ	抽芽出來	1
tsʽo	錯	2
tsʽoh-tsæn-sing	簇嶄新	2
tsʽoh-tsæn-sing-go	簇嶄新個	3
tsʽong-ming	聰明	1
tsʽæ	猜	1
tsʽæ	睬	1
tsʽæ-gyi	睬其	1
tsʽô	岔	1
tsʽô-de	瘥了	1
tsʽô-feh-to	差弗多	1
tsʽô-lu	岔路	1
tsʽô-lu-go	岔路個	1
tsʽô-ts	車子	2
tsʽô-ts-li	車子裏	2
tsʽông	唱	4
tsʽông-shü-kyi	創世記	2
tsʽông-tsʽông	唱唱	1
tu	都	36
tæ	歹	1
tæ-tæ	歹歹	1
tæn-kôh	耽擱	1
tæn-liang	膽量	1
tæn-tsih	單只	1
tô-fah	打發	1
tông	擋	1
tông-dzih	當值	7
tön-tsing-go	端正個	1
tʽah	脫	1
tʽah	遢	1
tʽah	𡍲	1
tʽao	討	1
tʽao-væn	討飯	1
tʽe	推	1
tʽeh	忒	1
tʽeo	偷	1
tʽeo-kyʽi-læ	㪗起來	1
tʽeo-leh	偷了	1
tʽeo-pʽô	偷怕	8
tʽi	替	1
tʽi-min	體面	1
tʽi-min-go	體面個	1
tʽiah-sah	帖撒	1
tʽiah-sah-lo-nyi-kyüô	帖撒羅尼迦	1
tʽin	天	2
tʽin-coh	天竺	1
tʽin-di	天地	2
tʽin-dông	天堂	9
tʽin-dông-li	天堂裏	3
tʽin-kô	天家	1
tʽin-li	天裏	1
tʽin-liang	天亮	2
tʽin-nyiang	天亮	6
tʽin-vu	天父	1
tʽin-vu-go	天父個	1
tʽin-zông	天上	8
tʽing	聽	24
tʽing-kyin	聽見	3
tʽing-leh	聽勒	3
tʽing-leh-cʽih-go	聽勒出個	1
tʽing-li	廳裏	1
tʽing-meng	聽聞	13
tʽing-meng-go	聽聞個	1
tʽing-tong	聽東	1
tʽing-tʽing	聽聽	1
tʽong	痛	1
tʽong-kyʽi-læ	痛起來	1
tʽong-leh-li-ʽæ	痛勒厲害	1
tʽu-wô	土話	2
tʽôh-tʽôh	託託	1
u-bong	烏篷	1
u-dông	烏蕩	10
u-sen	烏碎	8
u-su	惡愫	2
u-su-go	惡愫個	1
vah-kyiao	佛教	1
ve	𣍐	17
ve-go	𣍐個	2
veh	佛	1
veng	墳	2
veng-din	墳田	1
veng-li-deo	墳裏頭	1
veng-nga	分外	4
vi-kʽo-cü	未可知	1
voh-cün	復轉	1
vong	甮	2
vong-de	甮了	2
vu	父	1
vu-kwun	武官	1
væn	飯	4
væn	犯	3
væn-leh	犯勒	1
væn-næn	犯難	1
væn-pah	凡百	5
væn-ze-go	犯罪個	6
vông-li	房裏	9
vông-li-go	房裏個	1
vông-ts-li	房子裏	1
wa	還	20
wa-iao	還要	1
wa-yiu	還有	11
wa-z	還是	3
we	會	70
we	爲	1
we-leh	爲了	16
we-sing-cün-i	回心轉意	1
we-teh	回答	9
we-we	回回	2
weh	活	2
weh-cün-læ	活轉來	1
weh-cün-læ-de	活轉來了	1
weh-go	活個	2
weh-ling	活靈	3
weh-nying	活人	1
weng-ling	魂靈	2
wun	換	1
wun-kong	完工	1
wæn	還	2
wô	話	99
wô-de	話了	1
wô-feh-cʽih	話弗出	1
wô-go	話個	1
wô-hyiang	話向	6
wô-ko-de	話過了	1
wô-kyʽi	話起	1
wô-kyʽi-læ	話起來	1
wô-wô	話話	1
wông-kʽong	惶恐	1
wông-kʽong-leh-kying	惶恐勒緊	1
wông-me	黃梅	1
wông-ti	皇帝	1
wông-wông	黃黃	1
w̆a	壞	4
w̆a-fah	壞法	2
w̆a-go	壞個	2
w̆a-nying	壞人	1
w̆a-w̆a	壞壞	1
w̆æn	彎	1
w̆æn	灣	1
w̆æn-w̆æn	彎彎	1
w̆ông	往	1
yi	又	28
yi-kying	已經	13
yi-sæ-üô	以賽亞	1
yi-zin	以前	1
yi-ʽeo	以後	1
yia	也	77
yia	夜	6
yia-deo	夜頭	2
yia-li	夜裏	1
yia-su	耶穌	1
yia-tao	夜到	3
yia-tao-den	夜到頭	1
yia-væn	夜飯	1
yia-yia	夜夜	3
yia-z	也是	2
yiah	藥	2
yiang	樣	4
yiang-yiang	樣樣	4
yin	沿	1
yin-dzæ	現在	3
yin-dzæ-go	現在個	1
ying-dao	引導	1
ying-vah	刑罰	4
ying-vah-go	刑罰個	1
yiu	有	90
yiu	由	1
yiu-go	有個	1
yiu-ho	有夥	7
yiu-hyi-go	遊戲個	1
yiu-sing	有星	6
yiu-su	有數	1
yiu-tin	有點	1
yiu-z-tsin	有時節	1
yiu-ʽæn	有限	1
yiæ-li-mi	耶利米	1
yiæ-su	耶穌	36
yiæ-su-go	耶穌個	10
yü	雨	1
yü-kô	愈加	1
yü-sin	預先	1
yüih	月	5
yüih-liang	月亮	1
yün	園	1
yün	縣	1
yün-yün	遠遠	3
yüong	用	7
yüong-dzing-go	用剩個	1
yüong-go	用個	1
yüong-nying	傭人	3
yüong-sing	用心	2
yüong-wô	榮華	2
yüong-yi	容易	2
yüô-koh	雅各	1
yüô-kôh	雅各	1
yüô-w̆ô	夏娃	2
z	是	128
z	字	6
z	時	1
z	自	1
z-dao	時道	1
z-dao-go	時道個	1
z-den	字頭	1
z-djông	時常	8
z-go	是個	4
z-jün	自然	3
z-ka	是介	40
z-ka-go	是介個	1
z-ken	事幹	29
z-ken-ko	事幹過	1
z-li-go	市裏個	1
z-meo	字母	1
z-min-zông	市面上	4
z-ngæn	字眼	1
z-tsih	時節	1
z-tsin	時節	4
z-tʽi	事體	2
z-zing	時辰	2
z-ʽeo	時候	66
za-lông	豺狼	1
zah-pe-ba	石碑牌	2
zah-pe-zông	石碑上	1
zao	造	7
zao-cʽih-læ-go	造出來個	3
ze	罪	13
ze-bin	隨便	9
ze-go	罪個	6
ze-ko	罪過	1
ze-kyʽin	罪愆	5
ze-kyʽin-go	罪愆個	1
ze-ng	隨爾	1
ze-nyih	罪孽	2
ze-nying	罪人	2
ze-ôh-go	罪惡個	1
zi	自	27
zi-go	自個	12
zia-zia	謝謝	5
ziah	若	4
ziah-yiu	若有	1
ziah-z	若是	12
ziang	像	18
zih-ts	蓆子	1
zin	前	2
zin-deo	前頭	12
zin-deo-go	前頭個	1
zin-shü	前書	1
zing	尋	6
zing-djôh	尋着	1
zing-go	盡個	1
zing-zing	乘乘	1
zing-zing	靜靜	1
ziu	就	58
ziu	受	6
ziu-ko-de	受過了	1
ziu-leh	受了	1
ziu-z	就是	24
zo	坐	5
zo-go	坐個	1
zo-kyʽi	坐起	1
zo-kæn	坐間	5
zo-kæn-go	坐間個	1
zo-leh	坐勒	1
zo-lôh	坐落	3
zo-tih	坐的	3
zo-ts	坐仔	1
zo-tæn-long	坐帶攏	1
zæ-vong-s-vu	裁縫師父	1
zô-nyih-ts	昨日子	1
zông	上	2
zông-cü	上主	1
zông-kʽong-pʽô	尚恐怕	3
zông-ngen	上岸	3
æ	唉	2
æ-kying	愛敬	5
æ-kying-go	愛敬個	1
æ-sih	愛惜	2
ô	哦	1
ô-wông	𢛟惶	4
ô-yüô	哦㗇	1
ô-üô	哦㗇	4
ôh	惡	3
ôh-go	惡個	1
ôh-hao-kʽen	惡好看	1
ôh-hwun-hyi	惡歡喜	1
ôh-li	屋裏	1
ôh-nying	惡人	6
ôh-pao	惡報	1
ôh-ziang	惡像	4
ông	怏	1
ông-de	怏了	1
üong-sang	永生	8
üong-si	永世	4
üong-si-go	永世個	4
üong-yün	永遠	2
üong-yün-go	永遠個	1
üô-tông	亞當	3
ʽa	鞋	1
ʽah-li	何裏	4
ʽang-i	行醫	1
ʽang-jün	行善	1
ʽang-ts	行止	1
ʽao-go	號個	1
ʽeh-tæn-long	合帶攏	1
ʽen	含	1
ʽeng-sô	恆沙	1
ʽeng-sô-ʽo	恆沙河	3
ʽeo	後	3
ʽeo	候	1
ʽeo-deo	後頭	26
ʽeo-deo-go	後頭個	1
ʽeo-dæ	後代	1
ʽeo-kyʽi-lih	候氣力	1
ʽeo-sang	後生	1
ʽeo-siu	後首	1
ʽeo-su	候數	1
ʽo	和	1
ʽo	河	1
ʽo-jün	和然	3
ʽo-long	和攏	1
ʽo-pin-yin	河邊沿	1
ʽo-ʽo-moh-moh	和和睦睦	2
ʽoh	學	1
ʽoh-sang-ts	學生子	1
ʽoh-tsia	或者	10
ʽong-bu-min	紅簿面	1
ʽæ	嗐	4
ʽæn-djông	閒常	1
ʽô	嗄	15
ʽô-deo	下頭	1
ʽô-siu	下手	1
ʽô-tsao	下遭	1
ʽôh-tsia	或者	1
ʽôh-we-de	學會了	1
ʽông-tông	行當	1
