羅馬字	漢字	頻率
dæ-joh	代贖	1
dæ-ko	抬過	1
dæ-kyʽi	抬起	22
dæ-kyʽi-læ	抬起來	3
dæ-kʽeo-li	袋口裏	5
dæ-leh	抬勒	4
dæ-leh	抬了	1
dæ-li	袋裏	7
dæ-li-go	袋裏個	1
dæ-teng	代等	1
dæ-tæn-kyʽi	抬帶起	4
dæ-ziu	代受	3
dæn	但	18
dæn	壇	10
dæn	彈	5
dæn	淡	1
dæn-go	但個	2
dæn-gying	彈琴	1
dæn-li-go	壇裏個	1
dæn-ming	但明	4
dæn-nyün	但願	70
dæn-tsʽông	彈唱	2
dæn-yi-li	但以理	2
dæn-yiæ-li	但也理	3
dæn-z	但是	148
dæn-zông	壇上	1
dô-kô	大家	225
dôh-dzô	毒蛇	2
dông	堂	2
dông-deo	蕩頭	56
dông-læ-dông-kyʽi	盪來盪去	1
dông-ngen	蕩岸	1
dông-pin	蕩邊	6
dông-yiang	蕩樣	1
dön	斷	1
dön-de	斷了	5
dön-djih	斷絕	1
dön-dön-kyʽün-kyʽün	團團圈圈	1
dön-kyʽi	斷氣	4
dön-kyʽün	團圈	24
dön-kyʽün-go	團圈個	3
dön-kʽæ	斷開	2
en	安	17
en	按	7
en	暗	7
en-bing	按平	1
en-dong	暗洞	2
en-dong-dong	暗洞洞	5
en-dong-dong-go	暗洞洞個	1
en-dzông	暗藏	1
en-dông	庵堂	3
en-en	按按	14
en-en	安安	2
en-en	暗暗	1
en-en-tæn-tæn	安安耽耽	4
en-en-w̆eng-w̆eng	安安穩穩	5
en-go	安個	4
en-go	按個	2
en-go	暗個	2
en-gyin	案件	5
en-jü	暗如	1
en-lah-fi	暗拉非	2
en-leh	安勒	3
en-leh	暗了	1
en-lih-boh-long	暗力薄朧	1
en-loh	安樂	2
en-læ	安來	5
en-mih-pah	安密巴	1
en-nen	安南	1
en-pʽin	暗騙	1
en-sih	安息	7
en-sih-de	安息了	2
en-sih-nyih	安息日	17
en-sih-nyih-go	安息日個	2
en-sing	安心	2
en-teh	安得	1
en-teh-iah-ko	安德約戈	1
en-teh-lih	安得烈	5
en-teh-lih-go	安得烈個	1
en-teng	安敦	4
en-ti-ah-ko	安底阿戈	2
en-ts	鞍子	1
en-tsông	安葬	2
en-tsông-hao	安葬好	3
en-tæn	安耽	24
en-tæn-feh-læ	安耽弗來	1
en-tʽin-ʽô	安天下	1
en-w̆e	安慰	25
en-w̆e-de	安慰了	1
en-w̆e-go	安慰個	1
en-w̆eng	安穩	12
en-ʽao	暗號	2
eng	恩	99
eng-cʽong	恩寵	2
eng-dz	恩慈	4
eng-iah	恩約	3
eng-nying	恩人	1
eng-s	恩賜	1
eng-sô	恩赦	1
eng-sông	恩賞	2
eng-tin	恩典	2
eng-we	恩惠	93
eng-zo	恩座	2
eng-zo-zin	恩座前	1
eng-zông	恩上	3
eng-üong-yün	恩永遠	1
eo	謳	141
eo-cʽih-læ	謳出來	1
eo-cʽih-læ-de	謳出來了	1
eo-go	謳個	2
eo-hyiang	謳響	5
eo-kyʽi-læ	謳起來	12
eo-leh	謳勒	5
eo-lo-pô	歐羅巴	7
eo-long	謳攏	14
eo-long-læ	謳攏來	1
eo-tao	傴倒	2
eo-tæn-tao	傴帶倒	6
eo-tæn-tao	謳單倒	1
fah	發	18
fah	法	3
fah-cʽih	發出	14
fah-cʽih-læ	發出來	6
fah-cʽih-læ-go	發出來個	1
fah-du	法度	6
fah-fong	發風	1
fah-gyih	發極	1
fah-kao	發酵	1
fah-ko	發過	4
fah-kwông	發光	3
fah-kyʽi	發起	1
fah-kyʽi-læ	發起來	1
fah-lao	法老	80
fah-lao-de	法老了	1
fah-lao-go	法老個	15
fah-leh	法勒	5
fah-leh-z	法勒士	3
fah-leh-z-go	法勒士個	1
fah-li-sæ	法利賽	42
fah-lih	法力	1
fah-lu	法路	1
fah-nu	發怒	1
fah-ping	發兵	1
fah-sio	發笑	1
fah-siu	發鏽	2
fah-ts	法子	6
fah-tseh	法則	1
fah-tsoh	發作	2
fah-tsôh	發作	1
fah-ông	發怏	5
fah-ông-de	發怏了	1
feh	弗	608
feh-cü	弗知	1
feh-cün	弗轉	1
feh-cʽih	弗出	1
feh-da-li	弗大裏	1
feh-deng	弗庉	1
feh-ding	弗定	1
feh-djoh	弗着	4
feh-djü	弗住	2
feh-dzing	弗盡	1
feh-hao	弗好	2
feh-hwun-hyi	弗歡喜	1
feh-hwun-hyi-go	弗歡喜個	1
feh-hyiang	弗響	1
feh-hyiao-teh	弗曉得	7
feh-hyih	弗歇	3
feh-hyü	弗許	12
feh-i	弗依	1
feh-iao	弗要	3
feh-jü	弗如	3
feh-jün	弗然	6
feh-ken	弗敢	10
feh-keo	弗夠	5
feh-ko	弗過	7
feh-koh	弗覺	1
feh-kwun	弗管	1
feh-kyih-zing-go	弗潔淨個	2
feh-kyin	弗見	1
feh-kyʽi	弗起	1
feh-kæ	弗該	1
feh-kʽeng	弗肯	25
feh-kʽo	弗可	35
feh-kʽo-yi	弗可以	1
feh-leh-z	法勒士	1
feh-leng	弗論	20
feh-læ	弗來	3
feh-lôh-go	弗落個	1
feh-mun	弗滿	1
feh-neng	弗能	16
feh-neng-keo	弗能夠	17
feh-ngæ	弗礙	1
feh-nying	弗認	1
feh-peh	弗撥	1
feh-pih	弗必	3
feh-pin	弗變	2
feh-pʽô	弗怕	8
feh-pʽô-go	弗怕個	1
feh-si-go	弗死個	1
feh-siang	弗想	1
feh-siang	弗相	1
feh-siang-dong	弗相同	1
feh-siang-sing	弗相信	1
feh-siang-tao	弗想到	1
feh-siao	弗少	2
feh-sing	弗聲	1
feh-sæ	弗衰	1
feh-sô	弗捨	1
feh-sô-teh	弗捨得	8
feh-sô-teh-go	弗捨得個	1
feh-sông	弗傷	1
feh-tao	弗到	3
feh-te	弗對	1
feh-teh	弗得	3
feh-teh-cü	弗得知	1
feh-teh-feh-kông	弗得弗講	1
feh-teh-feh-tso	弗得弗做	1
feh-to	弗多	2
feh-tsiao	弗照	9
feh-tsiao-dza	弗照咋	1
feh-tso	弗做	2
feh-tsoh	弗足	1
feh-tsôh	弗作	1
feh-tsʽeng	弗忖	1
feh-tʽing	弗聽	2
feh-vu	弗符	2
feh-we	弗會	21
feh-wun	弗完	1
feh-yü	弗與	3
feh-yün	弗遠	1
feh-yüong	弗用	2
feh-z	弗是	83
feh-z-ka	弗是介	2
feh-ziang	弗像	1
feh-zing	弗曾	43
feh-zông	弗上	2
feng	分	24
feng	粉	1
feng-bah-liao-go	粉白了個	1
feng-cʽih	分出	7
feng-cʽih-læ	分出來	1
feng-fu	吩咐	78
feng-fu-go	吩咐個	2
feng-fu-hao-ts	吩咐好仔	1
feng-go	分個	1
feng-gyi-cʽih	分其出	1
feng-kyi	糞箕	1
feng-kʽæ	分開	18
feng-kʽæ-go	分開個	1
feng-leh	分了	5
feng-leh	分勒	1
feng-leh-kʽæ	分勒開	1
feng-lih-kʽæ	分裂開	5
feng-ming	分明	1
feng-pʽeo	分剖	1
feng-sao	粉燥	1
feng-se	粉碎	1
feng-sæn-de	分散了	1
feng-tin	分點	1
feng-wu	粉糊	1
feng-wun	分完	1
fi-cʽih-læ	飛出來	1
fi-diao	廢掉	4
fi-diao	費掉	2
fi-diao-de	廢掉了	1
fi-diao-go	廢掉個	3
fi-dæn	非但	5
fi-feh-diao	廢弗掉	4
fi-gying	飛禽	17
fi-koh	非各	3
fi-kyʽi	飛去	1
fi-li	非禮	4
fi-li-z	非利士	8
fi-lih	腓力	4
fi-lih	費力	1
fi-lih-go	腓力個	3
fi-lih-pi	腓力比	1
fi-loh-læ	飛落來	1
fi-læ	飛來	3
fi-læ-fi-kyʽi	飛來飛去	1
fi-lön	飛亂	1
fi-nyi-kyi	腓尼基	6
fi-pao	飛報	3
fi-ts	榧子	1
fi-væn	非凡	10
fi-væn-go	非凡個	1
fi-wun	費完	1
fi-wông	廢王	1
fi-z-pô-sæn	菲士巴三	2
fi-zông-kyʽi	飛上去	1
foh	福	40
foh-di	福地	13
foh-ing	福音	37
foh-ing-go	福音個	3
foh-kyʽi	福氣	62
foh-kyʽi-de	福氣了	1
foh-kyʽi-go	福氣個	1
foh-li	福禮	6
foh-nyün	福源	1
foh-yün	福園	1
foh-yün-li	福園裏	1
fong	風	15
fong	封	2
fong-bi	封皮	1
fong-de	風了	2
fong-fong	豐豐	1
fong-hao	封好	1
fong-jü	楓樹	1
fong-loh	俸祿	1
fong-lông	風浪	2
fong-shü	風水	3
fong-sing	風聲	2
fong-siu	風手	1
fong-tʽæn	風癱	9
fong-tʽæn-go	風癱個	1
fong-yü	風雨	2
fong-yüing	風雲	1
fu	傅	2
fu-deo	斧頭	1
fu-fu	㩤㩤	1
fu-fu	敷敷	1
fu-kwe	富貴	3
fu-ts	夫子	9
fu-tsi	夫妻	2
fu-tsoh	富足	6
fu-tsoh-go	富足個	1
fu-tsoh-kyʽi-læ	富足起來	1
fu-tsoh-leh-kying	富足勒緊	1
fu-tsʽi	夫妻	3
fu-üô	孚亞	1
fæn	翻	3
fæn-cün	反轉	30
fæn-cʽih-læ	翻出來	2
fæn-hyiang	反向	2
fæn-hyiang	反響	1
fæn-ko	翻過	2
fæn-ko-de	翻過了	1
fæn-læ-foh-kyʽi	翻來覆去	1
fæn-lön	反亂	1
fæn-ping	番餅	3
fæn-tsiang	氾漲	2
fæn-we	反爲	1
fæn-zông-læ	氾上來	2
fông	放	36
fông	方	1
fông-cʽih	放出	4
fông-cʽih-læ-go	放出來個	1
fông-diao	放掉	1
fông-dzæ	方才	2
fông-fah	方法	4
fông-fông	放放	1
fông-ho	放火	3
fông-jün	方船	1
fông-kæn-ts	放間仔	1
fông-leh	放勒	8
fông-leh	放了	2
fông-loh	放落	2
fông-læ	放來	11
fông-pʽao	放炮	1
fông-sing	放心	16
fông-teh	妨得	1
fông-teh-go	妨得個	1
fông-tæn	放膽	6
fông-yin	方言	1
gah-djü-tih	軋住的	1
gao-kwu	絞股	2
gao-kwu-li-go	絞股裏個	2
gao-lôh	交落	2
gao-lôh-tong	交落東	1
gao-tæn-long	絞帶攏	1
geh-tʽa	搿泰	1
geo-tsing	跔進	1
go	個	280
gwa-li	懷裏	6
gwah-gwah-teo	刮刮抖	5
gwu-kæn	跍間	1
gwæn-ts	環子	1
gwông-vông	狂妄	1
gyi	其	2825
gyi-cong	其中	1
gyi-go	其個	216
gyi-gyi-kwa-kwa	奇奇怪怪	1
gyi-hyüing	其訓	1
gyi-ko	騎過	1
gyi-kwa	奇怪	1
gyi-kæ-kwun	其該管	1
gyi-lah	其拉	885
gyi-lah	其臘	7
gyi-lah	其剌	1
gyi-lah-go	其拉個	42
gyi-lah-go	其臘個	1
gyi-leh	騎勒	3
gyi-mô-go	騎馬個	1
gyi-nyü	妓女	6
gyi-tao	祈禱	2
gyi-ti-mô	其底瑪	1
gyi-tih-go	騎的個	1
gyi-tʽiah	其帖	1
gyi-wô	其話	1
gyi-z	奇事	4
gyi-zi	其自	29
gyi-zi-go	其自個	14
gyi-zông-kyʽi	騎上去	2
gyi-ʽao	旗號	3
gyi-ʽô-nying	旗下人	1
gyiang	滰	21
gyiang	強	1
gyiang-dao	強盜	7
gyiang-deh	強奪	1
gyiang-diao	滰掉	4
gyiang-go	強個	1
gyiang-gyiang	滰滰	8
gyiang-jü	強如	1
gyiang-ko-go	滰過個	1
gyiang-kyʽi	滰去	3
gyiang-kyʽi-læ	強起來	1
gyiang-leh	強勒	1
gyiang-leh	滰了	1
gyiang-leh-kyʽi	滰勒去	1
gyiang-siu	滰手	1
gyiang-wang	強橫	3
gyiang-wang-pô-dao	強橫霸道	3
gyiao	橋	1
gyiao-ts	轎子	1
gyih	極	5
gyih-deo	極頭	2
gyih-gah	及軋	1
gyih-gyi	極其	1
gyih-hao-go	極好個	1
gyih-jü	及如	2
gyih-lih	竭力	4
gyin	健	1
gyin	虔	1
gyin-dzing	虔誠	1
gyin-go	健個	2
gyin-sing	虔心	13
gyin-sing-go	虔心個	1
gyin-sing-kyʽi-læ	虔心起來	1
gying	琴	6
gying	近	3
gying-dao	勁道	2
gying-dao-go	勁道個	1
gying-de	近了	3
gying-gying	近近	1
gying-long	近攏	6
gying-long-læ	近攏來	2
gying-long-læ-de	近攏來了	6
gying-læ	近來	1
gying-ng	鯨魚	1
gying-sing	近身	2
gying-sing-feh-long	近身弗攏	1
gying-siu	禽獸	1
gying-tin	近點	1
gying-tsʽæ	芹菜	1
gyiu	求	96
gyiu	舊	6
gyiu-cü	求主	1
gyiu-fah	求法	1
gyiu-geh-tʽa	求搿泰	1
gyiu-go	求個	4
gyiu-gyiu	求求	8
gyiu-kʽeng	求懇	21
gyiu-nyin-ts	舊年子	1
gyiu-pa	求拜	3
gyiu-tang-gyiu	球打球	1
gyü-deo	櫃頭	2
gyü-dæn	懼憚	4
gyü-gyih	拒極	1
gyü-hyih	懼脅	2
gyü-leh	跪勒	1
gyü-loh	跪落	1
gyü-lôh	跪落	6
gyü-tao	跪倒	5
gyü-tæn-lôh	跪帶落	1
gyü-tæn-tao	跪帶倒	1
gyüih	掘	10
gyüih-cʽih-go	掘出個	1
gyüih-cʽih-læ	掘出來	2
gyüih-kæn-go	掘間個	2
gyüih-tsing-go	掘井個	1
gyüing	裙	1
gyün	權	4
gyün-deo	拳頭	2
gyün-neng	權能	4
gyün-ping	權柄	65
gyün-shü	權勢	1
gyüoh-ts	鐲子	2
gyüong	窮	1
gyüong-go	窮個	1
gyüong-gyüong	窮窮	1
gyüong-kwʽu	窮苦	3
gyüong-nying	窮人	7
gæ	戤	1
gæ-djôh	戤着	1
ha-dah	哈達	2
ha-fi-lah	哈腓拉	4
ha-kyi	哈基	1
ha-læn	哈蘭	10
ha-læn-go	哈蘭個	3
ha-mah	哈麥	1
ha-meh	哈抹	9
ha-meh	哈默	1
ha-meh-go	哈抹個	1
ha-meo-leh	哈母勒	1
ha-noh	哈諾	2
ha-sah-mô-fi	哈薩瑪非	1
ha-si-seng-da-mô-go	哈洗遜大瑪個	1
ha-so	哈瑣	1
ha-to-læn	哈多蘭	1
ha-tʽah	哈撻	2
hah	喝	13
hah	瞎	1
hah-de	喝了	2
hah-de	瞎了	2
hah-hah	喝喝	3
hah-leh	嚇勒	3
hah-leh	喝勒	1
hah-li-lu-yia	哈利路呀	4
hah-ngæn	瞎眼	11
hah-ngæn-go	瞎眼個	1
hah-tao	嚇到	1
hah-ts	瞎子	19
hah-ts-go	瞎子個	2
hao	好	847
hao-cʽü	好處	23
hao-de	好了	9
hao-go	好個	24
hao-gyi	好其	1
hao-hao	好好	12
hao-hao-go	好好個	8
hao-hao-tæ-tæ	好好歹歹	1
hao-i	好意	1
hao-jü	好聚	1
hao-kyʽi-læ	好起來	1
hao-kyʽüoh	好喫	1
hao-kyʽüoh-go	好喫個	3
hao-kʽen	好看	12
hao-kʽen-go	好看個	2
hao-kʽen-tin	好看點	1
hao-lao	好佬	5
hao-lao-go	好佬個	2
hao-lao-go	好老個	1
hao-leh-kying	好勒緊	1
hao-nyih	好日	4
hao-nyih-go	好日個	1
hao-nyih-tsiu	好日酒	7
hao-nying	好人	4
hao-pi-ziang	好比像	1
hao-s	好詩	1
hao-s-teh	好使得	1
hao-s-teh-go	好使得個	1
hao-sing	好心	4
hao-tin	好點	3
hao-tæ	好歹	1
hao-tʽing	好聽	1
hao-vong	好甮	38
hao-z	好事	6
he	許	1
he-peh	許撥	1
heh	赫	21
heh	黑	1
heh-en	黑暗	17
heh-en-go	黑暗個	4
heh-en-z-shü	黑暗時世	1
heh-in	黑煙	1
heh-kyiu-læn-eng	赫究蘭恩	1
heh-kyʽi	黑氣	1
heh-nying	赫人	1
heh-tsao	黑早	1
heh-yia	黑夜	6
heh-yüing	黑雲	1
hen	漢	1
hen-dziao	漢朝	1
hen-kyʽi-læ	撼起來	1
hen-nyi-pô	漢尼巴	11
heng	狠	10
heng	很	1
heo	鱟	4
ho	火	20
ho-deo	火頭	1
ho-djü	火柱	2
ho-kyʽi	火氣	1
ho-li	火裏	11
ho-lo-da-siao	呵囉大笑	1
ho-lu	火爐	2
ho-lu-li	火爐裏	3
ho-lu-li	火盧裏	1
ho-læ-si	訶萊西	5
ho-nyih-go	火熱個	1
ho-nyih-tʽih-tʽah	火熱鐵塌	1
ho-pô	火把	1
ho-soh	火速	1
ho-sæn	火山	5
ho-veh	貨物	2
ho-yin	火焰	1
ho-yin-go	火延個	1
ho-zih	伙食	1
hoh	𢞕	1
hong	哄	2
hong-ho	烘火	1
hong-hong-ho	烘烘火	1
hong-pʽin	哄騙	6
hong-yiu	哄誘	6
hwah-diao	甩掉	1
hwe	灰	3
hwe-diao	毀掉	7
hwe-dzing	灰塵	17
hwe-kæ	悔改	3
hwe-wæ	毀壞	1
hwe-ze	悔罪	4
hweh	豁	1
hweh-jün	忽然	3
hweh-r-jün	忽而然	4
hwu-tsiang	呼粻	1
hwun-hwun-hyi-hyi	歡歡喜喜	3
hwun-hyi	歡喜	86
hwun-hyi-go	歡喜個	2
hwun-hyi-siang	歡喜相	1
hwun-tʽin	歡天	2
hwô	花	8
hwô	化	2
hwô-bah-go	花白個	3
hwô-de	花了	1
hwô-kong	化功	3
hwô-kyih	化吉	2
hwô-yün	花園	3
hwông-di	荒地	1
hwông-hwông	慌慌	1
hwông-kao	謊告	2
hwông-ko	荒過	1
hwông-nyin	荒年	26
hwông-tsʽia	況且	3
hwông-wô	謊話	1
hwông-ʽen	荒旱	1
hyi-deo	嬉頭	2
hyi-di	喜地	2
hyi-gyi	稀奇	31
hyi-gyi-go	稀奇個	4
hyi-gyi-kwu-kwæ	稀奇古怪	1
hyi-gyi-leh-kying	稀奇勒緊	1
hyi-hyi	嬉戲	1
hyi-lah	希臘	14
hyi-lah	希拉	2
hyi-lah-go	希臘個	1
hyi-lah-koh	希臘國	2
hyi-lah-z	希臘字	2
hyi-lih	希律	25
hyi-lih-go	希律個	2
hyi-lo-ti	希羅底	2
hyi-lo-ti-go	希羅底個	4
hyi-mæn	希幔	1
hyi-pah	希伯	7
hyi-pah	希百	1
hyi-pah-leng	希伯崙	5
hyi-pah-læ	希伯來	6
hyi-pah-læ-z	希伯來字	1
hyi-s-leng	希斯崙	2
hyi-si-kyüô	希西家	2
hyi-siao	嬉笑	1
hyi-ti-kyih	希底結	1
hyi-veng	戲文	1
hyi-vi	希未	3
hyi-z	喜事	1
hyiah-yin	謔言	1
hyiang	向	153
hyiang	響	17
hyiang	享	16
hyiang	香	2
hyiang-djoh	向着	3
hyiang-djôh	向着	6
hyiang-foh	享福	4
hyiang-fông	鄉方	9
hyiang-hyiang	響響	13
hyiang-ing	響應	2
hyiang-kyʽi	香氣	5
hyiang-le	響雷	3
hyiang-liang	響亮	1
hyiang-liao	香料	5
hyiang-liao	向了	1
hyiang-ts	香子	1
hyiang-tsʽeng	鄉村	13
hyiang-tsʽeng-li	鄉村裏	1
hyiang-wun	享完	1
hyiang-yiu	香油	5
hyiang-ʽô	鄉下	4
hyiao-jing	孝順	2
hyiao-kʽæ	𢳚開	3
hyiao-teh	曉得	108
hyiao-teh-de	曉得了	1
hyiao-teh-go	曉得個	15
hyih	歇	3
hyih-de	歇了	2
hyih-siu	歇手	1
hyin	獻	9
hyin	顯	3
hyin-cʽih	顯出	27
hyin-cʽih	獻出	1
hyin-cʽih-læ	顯出來	8
hyin-cʽih-læ-go	顯出來個	1
hyin-hoh	險𢞕	2
hyin-hyin	險險	1
hyin-ling	顯靈	4
hyin-ming	顯明	1
hyin-peh	獻撥	2
hyin-tsi	獻祭	2
hyin-tsi-go	獻祭個	3
hyin-yiang	顯揚	1
hyin-zông	獻上	9
hying	興	1
hying-dæn	欣但	1
hying-kyʽi	興起	1
hying-kyʽi-læ	興起來	7
hying-kyʽi-læ-go	興起來個	1
hying-wông	興旺	17
hying-wông-de	興旺了	1
hying-wông-kyʽi-læ	興旺起來	1
hyü	許	10
hyü	虛	3
hyü-hwô	虛花	1
hyü-hwô-z	虛花事	1
hyü-kʽong-go	虛空個	1
hyü-nyün	許願	1
hyü-peh	許撥	5
hyü-to	許多	133
hyü-to	许多	1
hyü-wô	虛話	2
hyüih	血	49
hyüih-din	血田	1
hyüih-kyʽi	血氣	2
hyüih-leo	血漏	2
hyüih-leo-go	血漏個	1
hyüih-sing	血心	7
hyüing-zông	熏上	1
hyün-tsʽao	萱草	5
hyüong	兇	1
hyüong-cü	嗅嘴	2
hyüong-cü-go	嗅嘴個	2
hyüong-di	兄弟	146
hyüong-di-go	兄弟個	8
hyüong-djoh	嗅着	2
hyüong-kwun-deo	胸脘頭	6
hyüong-kwun-deo-li	胸脘頭裏	2
hyüong-kyʽi	兇器	1
hyüong-seh-seh	兇色色	1
hyüong-siu	兇手	3
hyüong-siu-go	兇手個	1
hyüong-wæ	胸懷	1
hyüong-ôh	兇惡	6
hyüong-ôh-go	兇惡個	2
hæ	海	32
hæ-du-go	海塗個	1
hæ-du-zông	海塗上	2
hæ-go	海個	2
hæ-kʽeo	海口	1
hæ-li	海裏	15
hæ-li-go	海裏個	7
hæ-lu	海路	1
hæ-lông	海浪	1
hæ-min-hwô	海綿花	2
hæ-pin	海邊	2
hæ-pin-yin	海邊沿	1
hæ-shü	海水	1
hæ-tao	海島	6
hæ-yiang	海洋	3
hæ-yiang-go	海洋個	1
hô-hen	呵鼾	1
hô-leh	颬勒	1
i	依	39
i	醫	22
i	衣	4
i	挔	1
i-cʽih	挔出	2
i-cʽih-ts	挔出仔	1
i-cʽün	衣穿	4
i-deh	依了	1
i-djong-gyi	倚重其	1
i-dzong	依從	9
i-hao	醫好	12
i-hao-de	醫好了	3
i-jing	依順	4
i-kʽao	依靠	19
i-leh	依勒	4
i-leh	依了	2
i-liang	醫亮	2
i-lu	依路	4
i-læn	依賴	3
i-læn	意懶	1
i-pin	依邊	2
i-s	意思	27
i-sang	醫生	8
i-sing	依心	6
i-sing-mun-tsoh	依心滿足	5
i-tin	挔點	1
i-tsoh	意足	1
i-voh	衣服	3
i-z	倚侍	1
i-zông	衣裳	68
i-zông-go	衣裳個	1
iah	約	21
iah-bih	押別	1
iah-ding	約定	1
iah-dæn	約但	18
iah-læ	約來	4
iah-læn	約蘭	2
iah-mô	押瑪	2
iah-nô	約拿	2
iah-nô-go	約拿個	3
iah-pah	約伯	2
iah-pah	約八	2
iah-seh	約瑟	188
iah-seh-go	約瑟個	13
iah-si	約西	2
iah-si-go	約西個	3
iah-si-üô	約西亞	2
iah-sæn	約珊	2
iah-sô-fah	約沙法	2
iah-tæn	約丹	2
iah-tæn	約担	2
iah-tæn-go	約丹個	1
iah-ʽen	約翰	47
iah-ʽen-go	約翰個	18
iang	養	11
iang	秧	1
iang-kæn	養間	1
iang-tong	養東	1
iang-ts	秧子	19
iao	要	482
iao	腰	1
iao-bo-li	腰縛裏	3
iao-bông	要防	2
iao-feh-leh	要弗勒	1
iao-go	要個	4
iao-kying	要緊	13
iao-kying-tin	要緊點	1
iao-si	要死	1
iao-siang	要想	17
ih	一	72
ih-be	一倍	2
ih-bing	一瓶	1
ih-bu	一步	3
ih-coh	一桌	3
ih-cong	一種	1
ih-cü	一株	8
ih-cʽü	益處	9
ih-da	一埭	7
ih-dao	一道	1
ih-de	一隊	7
ih-deo	一頭	1
ih-diao	一條	3
ih-din	一鈿	4
ih-ding	一定	9
ih-ding-go	一定個	1
ih-djü	一廚	1
ih-do	一大	1
ih-do-de	一大隊	2
ih-do-dziao	一大潮	30
ih-do-pun	一大半	1
ih-do-pæn	一大班	3
ih-du	一堵	1
ih-dziao	一潮	2
ih-dzih	一直	49
ih-dzih-lôh-læ	一直落來	1
ih-dzing	一陣	3
ih-dzoh	一族	2
ih-dzoh-go	一族個	1
ih-dæ	一代	2
ih-en	一按	5
ih-feng	一分	1
ih-go	一個	295
ih-gyin	一件	1
ih-hyiang	一向	6
ih-hyiang	一響	1
ih-ih-go	𥣘𥣘個	2
ih-kang	一更	1
ih-keng	一根	9
ih-ko	一個	1
ih-koh	一國	7
ih-kwang	一梗	7
ih-kwu	一股	1
ih-kwʽe	一塊	14
ih-kyi	一計	1
ih-kyü	一句	15
ih-kyün	一卷	1
ih-kyʽiu	一丘	1
ih-kæ	一概	3
ih-kæn	一間	1
ih-kô	一家	10
ih-kô-go	一家個	2
ih-kʽeh	一刻	1
ih-kʽen	一看	18
ih-kʽen-gyi	一看其	1
ih-kʽen-kyin	一看見	2
ih-kʽen-zin-deo	一看前頭	1
ih-kʽeo	一口	6
ih-kʽeo-kyʽi	一口氣	1
ih-lah	益拉	1
ih-li	一厘	1
ih-li	一里	1
ih-liang-go	一兩個	1
ih-liang-yiang	一兩樣	1
ih-lih	一粒	4
ih-lin	一連	3
ih-lu	一路	2
ih-læn	益蘭	1
ih-me	一枚	1
ih-meh	一末	1
ih-ming-bah	一明白	1
ih-mun	一滿	1
ih-nen	一男	3
ih-ngæn	一眼	38
ih-ngæn-ngæn	一眼眼	2
ih-ngæn-tu	一眼都	1
ih-nyih	一日	10
ih-nyih-go	一日個	1
ih-nyin	一年	3
ih-nyü	一女	4
ih-pah	一百	28
ih-pah	益八	1
ih-pah-deh-li	益伯特利	1
ih-pah-ling-jih	一百零十	1
ih-pah-nyiæn	一百廿	1
ih-pah-to	一百多	2
ih-pah-tsah	一百隻	1
ih-pe	一杯	2
ih-pin	一邊	4
ih-pun	一半	7
ih-pæn	一班	3
ih-pæn	一般	1
ih-pæn-nying	一般人	1
ih-pʽih	一匹	5
ih-pʽin	一片	1
ih-pʽin	一篇	1
ih-sah-de	溢煞了	1
ih-sang	一生	9
ih-sang-ih-si	一生一世	3
ih-shoh	一束	1
ih-si	一世	9
ih-siao	一笑	2
ih-sing	一聲	10
ih-tao	一到	2
ih-tao	一刀	1
ih-te	一對	2
ih-teng	一等	1
ih-tin	一點	2
ih-ting	一頂	9
ih-toh	益督	1
ih-ts	一支	3
ih-ts	一籽	2
ih-ts	𥣘子	1
ih-ts-go	一籽個	1
ih-tsah	一隻	27
ih-tsao	一遭	4
ih-tseo-tao	一走到	1
ih-tsin	一箭	1
ih-tsing	一進	2
ih-tsʽ	一雌	1
ih-tsʽeng-djôh	一忖着	2
ih-tsʽeng-kyʽi	一忖起	1
ih-tsʽih	一切	47
ih-tsʽih-go	一切個	13
ih-tsʽin	一千	5
ih-tsʽin-tsʽih-pah	一千七百	1
ih-tô	一朵	3
ih-tʽah	一𡍲	14
ih-tʽah	一埭	8
ih-tʽi	一體	7
ih-tʽön	一彖	1
ih-veng	一份	3
ih-væn-væn	一萬萬	1
ih-wah	一劃	1
ih-we	一位	11
ih-yiang	一樣	41
ih-yiang-go	一樣個	12
ih-ying	一營	1
ih-yün	一園	2
ih-yüong	一雄	1
ih-z	一時	1
ih-z-li	一時裏	2
ih-z-pæn	一是班	1
ih-zi	一徐	2
ih-zih	一席	1
ih-zing	一任	1
ih-zo	一座	27
ih-zông	一晌	7
ih-zông-kyʽi	一上去	1
in	煙	2
in-go	煙個	1
in-tseng	嫌憎	10
in-væn-de	厭煩了	1
ing	應	5
ing	印	3
ing	因	3
ing-cün	印轉	1
ing-cʽih	印出	1
ing-djôh	應着	2
ing-dzing	應承	6
ing-gying	殷勤	1
ing-he	應許	1
ing-hyü	應許	43
ing-hyü-de	應許了	2
ing-hyü-go	應許個	2
ing-kyih-li	英吉利	2
ing-kyʽi	應起	5
ing-kæ	應該	24
ing-kæ-go	應該個	1
ing-leh-læ	應勒來	1
ing-mun	隱瞞	4
ing-mun-feh-læ	隱瞞弗來	1
ing-nyin	應驗	1
ing-nyiæn	應驗	4
ing-nô	音拿	1
ing-pæn	印版	1
ing-s	陰司	1
ing-s-go	陰司個	1
ing-s-li	陰司裏	6
ing-teh	應答	1
ing-tih	印的	1
